Hospital_ID,sex,Percent_Hospital,Percent_Region,Percent_State,outcome,Region
32647,Female,100%,97%,97%,Anticoagulation for AF at discharge,South
32647,Male,94%,97%,97%,Anticoagulation for AF at discharge,South
32647,Female,99%,98%,97%,Statins at Discharge,South
32647,Male,100%,99%,98%,Statins at Discharge,South
32647,Female,100%,97%,98%,Smoking Cessation Counseling,South
32647,Male,100%,98%,97%,Smoking Cessation Counseling,South
32647,Female,97%,94%,93%,Defect Free Care,South
32647,Male,99%,94%,93%,Defect Free Care,South
32647,Female,86%,68%,52%,Door To Needle Time Within 60 Minutes,South
32647,Male,75%,66%,56%,Door To Needle Time Within 60 Minutes,South
32647,Female,32%,42%,34%,Door to CT Time Within 25 Minutes (All Strokes),South
32647,Male,40%,42%,35%,Door to CT Time Within 25 Minutes (All Strokes),South
32647,Female,52%,46%,38%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,South
32647,Male,37%,42%,40%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,South
33568,Female,100%,96%,94%,rtPA Arrive by 2 hour and Treat by 3 hour,South
33568,Male,100%,97%,95%,rtPA Arrive by 2 hour and Treat by 3 hour,South
33568,Female,95%,98%,98%,Early Antithrombotics (2 days),South
33568,Male,94%,97%,98%,Early Antithrombotics (2 days),South
33568,Female,96%,97%,98%,VTE Prophylaxis,South
33568,Male,93%,97%,98%,VTE Prophylaxis,South
33568,Female,100%,99%,99%,Antithrombotics at discharge,South
33568,Male,99%,99%,99%,Antithrombotics at discharge,South
33568,Female,90%,97%,97%,Anticoagulation for AF at discharge,South
33568,Male,100%,97%,97%,Anticoagulation for AF at discharge,South
33568,Female,95%,98%,97%,Statins at Discharge,South
33568,Male,99%,99%,98%,Statins at Discharge,South
33568,Female,100%,97%,98%,Smoking Cessation Counseling,South
33568,Male,100%,98%,97%,Smoking Cessation Counseling,South
33568,Female,88%,94%,93%,Defect Free Care,South
33568,Male,88%,94%,93%,Defect Free Care,South
33568,Female,58%,68%,52%,Door To Needle Time Within 60 Minutes,South
33568,Male,50%,66%,56%,Door To Needle Time Within 60 Minutes,South
33568,Female,26%,42%,34%,Door to CT Time Within 25 Minutes (All Strokes),South
33568,Male,22%,42%,35%,Door to CT Time Within 25 Minutes (All Strokes),South
33568,Female,41%,46%,38%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,South
33568,Male,48%,42%,40%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,South
33607,Female,100%,96%,94%,rtPA Arrive by 2 hour and Treat by 3 hour,South
33607,Male,100%,97%,95%,rtPA Arrive by 2 hour and Treat by 3 hour,South
33607,Female,97%,98%,98%,Early Antithrombotics (2 days),South
33607,Male,100%,97%,98%,Early Antithrombotics (2 days),South
33607,Female,100%,97%,98%,VTE Prophylaxis,South
33607,Male,98%,97%,98%,VTE Prophylaxis,South
33607,Female,100%,99%,99%,Antithrombotics at discharge,South
33607,Male,100%,99%,99%,Antithrombotics at discharge,South
33607,Female,100%,97%,97%,Anticoagulation for AF at discharge,South
33607,Male,100%,97%,97%,Anticoagulation for AF at discharge,South
33607,Female,100%,98%,97%,Statins at Discharge,South
33607,Male,100%,99%,98%,Statins at Discharge,South
33607,Female,100%,97%,98%,Smoking Cessation Counseling,South
33607,Male,100%,98%,97%,Smoking Cessation Counseling,South
33607,Female,98%,94%,93%,Defect Free Care,South
33607,Male,98%,94%,93%,Defect Free Care,South
33607,Female,78%,68%,52%,Door To Needle Time Within 60 Minutes,South
33607,Male,71%,66%,56%,Door To Needle Time Within 60 Minutes,South
33607,Female,33%,42%,34%,Door to CT Time Within 25 Minutes (All Strokes),South
33607,Male,43%,42%,35%,Door to CT Time Within 25 Minutes (All Strokes),South
33607,Female,69%,46%,38%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,South
33607,Male,55%,42%,40%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,South
34227,Female,80%,92%,94%,rtPA Arrive by 2 hour and Treat by 3 hour,
34227,Male,78%,93%,95%,rtPA Arrive by 2 hour and Treat by 3 hour,
34227,Female,96%,98%,98%,Early Antithrombotics (2 days),
34227,Male,100%,99%,98%,Early Antithrombotics (2 days),
34227,Female,99%,98%,98%,VTE Prophylaxis,
34227,Male,100%,99%,98%,VTE Prophylaxis,
34227,Female,100%,100%,99%,Antithrombotics at discharge,
34227,Male,100%,100%,99%,Antithrombotics at discharge,
34227,Female,100%,98%,97%,Anticoagulation for AF at discharge,
34227,Male,100%,96%,97%,Anticoagulation for AF at discharge,
34227,Female,100%,98%,97%,Statins at Discharge,
34227,Male,98%,97%,98%,Statins at Discharge,
34227,Female,93%,96%,98%,Smoking Cessation Counseling,
34227,Male,100%,95%,97%,Smoking Cessation Counseling,
34227,Female,92%,94%,93%,Defect Free Care,
34227,Male,96%,94%,93%,Defect Free Care,
34227,Female,80%,38%,52%,Door To Needle Time Within 60 Minutes,
34227,Male,88%,50%,56%,Door To Needle Time Within 60 Minutes,
34227,Female,21%,24%,34%,Door to CT Time Within 25 Minutes (All Strokes),
34227,Male,20%,25%,35%,Door to CT Time Within 25 Minutes (All Strokes),
34227,Female,21%,32%,38%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,
34227,Male,29%,39%,40%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,
34271,Female,100%,86%,94%,rtPA Arrive by 2 hour and Treat by 3 hour,
34271,Male,100%,94%,95%,rtPA Arrive by 2 hour and Treat by 3 hour,
34271,Female,98%,98%,98%,Early Antithrombotics (2 days),
34271,Male,100%,99%,98%,Early Antithrombotics (2 days),
34271,Female,94%,95%,98%,VTE Prophylaxis,
34271,Male,97%,96%,98%,VTE Prophylaxis,
34271,Female,100%,99%,99%,Antithrombotics at discharge,
34271,Male,100%,99%,99%,Antithrombotics at discharge,
34271,Female,100%,97%,97%,Anticoagulation for AF at discharge,
34271,Male,100%,99%,97%,Anticoagulation for AF at discharge,
34271,Female,97%,95%,97%,Statins at Discharge,
34271,Male,96%,96%,98%,Statins at Discharge,
34271,Female,100%,98%,98%,Smoking Cessation Counseling,
34271,Male,100%,99%,97%,Smoking Cessation Counseling,
34271,Female,89%,90%,93%,Defect Free Care,
34271,Male,95%,92%,93%,Defect Free Care,
34271,Male,100%,53%,56%,Door To Needle Time Within 60 Minutes,
34271,Female,23%,38%,34%,Door to CT Time Within 25 Minutes (All Strokes),
34271,Male,33%,38%,35%,Door to CT Time Within 25 Minutes (All Strokes),
34271,Female,11%,38%,38%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,
34271,Male,25%,48%,40%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,
35507,Female,100%,95%,94%,rtPA Arrive by 2 hour and Treat by 3 hour,West Central
35507,Male,100%,95%,95%,rtPA Arrive by 2 hour and Treat by 3 hour,West Central
35507,Female,96%,97%,98%,Early Antithrombotics (2 days),West Central
35507,Male,100%,98%,98%,Early Antithrombotics (2 days),West Central
35507,Female,99%,98%,98%,VTE Prophylaxis,West Central
35507,Male,99%,97%,98%,VTE Prophylaxis,West Central
35507,Female,98%,99%,99%,Antithrombotics at discharge,West Central
35507,Male,99%,99%,99%,Antithrombotics at discharge,West Central
35507,Female,98%,97%,97%,Anticoagulation for AF at discharge,West Central
35507,Male,98%,98%,97%,Anticoagulation for AF at discharge,West Central
35507,Female,98%,96%,97%,Statins at Discharge,West Central
35507,Male,99%,98%,98%,Statins at Discharge,West Central
35507,Female,100%,99%,98%,Smoking Cessation Counseling,West Central
35507,Male,100%,99%,97%,Smoking Cessation Counseling,West Central
35507,Female,94%,92%,93%,Defect Free Care,West Central
35507,Male,99%,93%,93%,Defect Free Care,West Central
35507,Female,76%,31%,52%,Door To Needle Time Within 60 Minutes,West Central
35507,Male,70%,43%,56%,Door To Needle Time Within 60 Minutes,West Central
35507,Female,38%,30%,34%,Door to CT Time Within 25 Minutes (All Strokes),West Central
35507,Male,44%,34%,35%,Door to CT Time Within 25 Minutes (All Strokes),West Central
35507,Female,40%,29%,38%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,West Central
35507,Male,50%,32%,40%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,West Central
37214,Female,92%,96%,94%,rtPA Arrive by 2 hour and Treat by 3 hour,South
37214,Male,100%,97%,95%,rtPA Arrive by 2 hour and Treat by 3 hour,South
37214,Female,100%,98%,98%,Early Antithrombotics (2 days),South
37214,Male,98%,97%,98%,Early Antithrombotics (2 days),South
37214,Female,98%,97%,98%,VTE Prophylaxis,South
37214,Male,99%,97%,98%,VTE Prophylaxis,South
37214,Female,100%,99%,99%,Antithrombotics at discharge,South
37214,Male,100%,99%,99%,Antithrombotics at discharge,South
37214,Female,100%,97%,97%,Anticoagulation for AF at discharge,South
37214,Male,100%,97%,97%,Anticoagulation for AF at discharge,South
37214,Female,100%,98%,97%,Statins at Discharge,South
37214,Male,99%,99%,98%,Statins at Discharge,South
37214,Female,100%,97%,98%,Smoking Cessation Counseling,South
37214,Male,100%,98%,97%,Smoking Cessation Counseling,South
37214,Female,98%,94%,93%,Defect Free Care,South
37214,Male,97%,94%,93%,Defect Free Care,South
37214,Female,47%,68%,52%,Door To Needle Time Within 60 Minutes,South
37214,Male,29%,66%,56%,Door To Needle Time Within 60 Minutes,South
37214,Female,38%,42%,34%,Door to CT Time Within 25 Minutes (All Strokes),South
37214,Male,25%,42%,35%,Door to CT Time Within 25 Minutes (All Strokes),South
37214,Female,48%,46%,38%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,South
37214,Male,54%,42%,40%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,South
37454,Female,100%,92%,94%,rtPA Arrive by 2 hour and Treat by 3 hour,East Central
37454,Male,100%,93%,95%,rtPA Arrive by 2 hour and Treat by 3 hour,East Central
37454,Female,98%,98%,98%,Early Antithrombotics (2 days),East Central
37454,Male,100%,99%,98%,Early Antithrombotics (2 days),East Central
37454,Female,98%,98%,98%,VTE Prophylaxis,East Central
37454,Male,99%,99%,98%,VTE Prophylaxis,East Central
37454,Female,100%,100%,99%,Antithrombotics at discharge,East Central
37454,Male,98%,100%,99%,Antithrombotics at discharge,East Central
37454,Female,94%,98%,97%,Anticoagulation for AF at discharge,East Central
37454,Male,100%,96%,97%,Anticoagulation for AF at discharge,East Central
37454,Female,99%,98%,97%,Statins at Discharge,East Central
37454,Male,99%,97%,98%,Statins at Discharge,East Central
37454,Female,90%,96%,98%,Smoking Cessation Counseling,East Central
37454,Male,94%,95%,97%,Smoking Cessation Counseling,East Central
37454,Female,95%,94%,93%,Defect Free Care,East Central
37454,Male,95%,94%,93%,Defect Free Care,East Central
37454,Male,36%,50%,56%,Door To Needle Time Within 60 Minutes,East Central
37454,Female,9%,24%,34%,Door to CT Time Within 25 Minutes (All Strokes),East Central
37454,Male,7%,25%,35%,Door to CT Time Within 25 Minutes (All Strokes),East Central
37454,Female,6%,32%,38%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,East Central
37454,Male,73%,39%,40%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,East Central
37474,Female,93%,98%,98%,Early Antithrombotics (2 days),East Central
37474,Male,100%,99%,98%,Early Antithrombotics (2 days),East Central
37474,Female,100%,98%,98%,VTE Prophylaxis,East Central
37474,Male,100%,99%,98%,VTE Prophylaxis,East Central
37474,Female,92%,100%,99%,Antithrombotics at discharge,East Central
37474,Male,100%,100%,99%,Antithrombotics at discharge,East Central
37474,Female,100%,98%,97%,Anticoagulation for AF at discharge,East Central
37474,Female,100%,98%,97%,Statins at Discharge,East Central
37474,Male,100%,97%,98%,Statins at Discharge,East Central
37474,Female,100%,96%,98%,Smoking Cessation Counseling,East Central
37474,Male,100%,95%,97%,Smoking Cessation Counseling,East Central
37474,Female,93%,94%,93%,Defect Free Care,East Central
37474,Male,100%,94%,93%,Defect Free Care,East Central
37474,Female,8%,24%,34%,Door to CT Time Within 25 Minutes (All Strokes),East Central
37475,Female,75%,92%,94%,rtPA Arrive by 2 hour and Treat by 3 hour,East Central
37475,Female,100%,98%,98%,Early Antithrombotics (2 days),East Central
37475,Male,98%,99%,98%,Early Antithrombotics (2 days),East Central
37475,Female,100%,98%,98%,VTE Prophylaxis,East Central
37475,Male,96%,99%,98%,VTE Prophylaxis,East Central
37475,Female,100%,100%,99%,Antithrombotics at discharge,East Central
37475,Male,100%,100%,99%,Antithrombotics at discharge,East Central
37475,Female,100%,98%,97%,Anticoagulation for AF at discharge,East Central
37475,Male,100%,96%,97%,Anticoagulation for AF at discharge,East Central
37475,Female,97%,98%,97%,Statins at Discharge,East Central
37475,Male,100%,97%,98%,Statins at Discharge,East Central
37475,Female,100%,96%,98%,Smoking Cessation Counseling,East Central
37475,Male,100%,95%,97%,Smoking Cessation Counseling,East Central
37475,Female,96%,94%,93%,Defect Free Care,East Central
37475,Male,96%,94%,93%,Defect Free Care,East Central
37475,Female,4%,24%,34%,Door to CT Time Within 25 Minutes (All Strokes),East Central
37475,Male,13%,25%,35%,Door to CT Time Within 25 Minutes (All Strokes),East Central
37475,Female,63%,32%,38%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,East Central
37475,Male,17%,39%,40%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,East Central
37476,Female,100%,98%,98%,Early Antithrombotics (2 days),East Central
37476,Male,100%,99%,98%,Early Antithrombotics (2 days),East Central
37476,Female,98%,98%,98%,VTE Prophylaxis,East Central
37476,Male,100%,99%,98%,VTE Prophylaxis,East Central
37476,Female,100%,100%,99%,Antithrombotics at discharge,East Central
37476,Male,100%,100%,99%,Antithrombotics at discharge,East Central
37476,Female,100%,98%,97%,Anticoagulation for AF at discharge,East Central
37476,Male,83%,96%,97%,Anticoagulation for AF at discharge,East Central
37476,Female,93%,98%,97%,Statins at Discharge,East Central
37476,Male,93%,97%,98%,Statins at Discharge,East Central
37476,Female,100%,96%,98%,Smoking Cessation Counseling,East Central
37476,Male,100%,95%,97%,Smoking Cessation Counseling,East Central
37476,Female,94%,94%,93%,Defect Free Care,East Central
37476,Male,91%,94%,93%,Defect Free Care,East Central
37476,Female,4%,24%,34%,Door to CT Time Within 25 Minutes (All Strokes),East Central
37476,Male,3%,25%,35%,Door to CT Time Within 25 Minutes (All Strokes),East Central
37494,Female,97%,92%,94%,rtPA Arrive by 2 hour and Treat by 3 hour,East Central
37494,Male,98%,93%,95%,rtPA Arrive by 2 hour and Treat by 3 hour,East Central
37494,Female,99%,98%,98%,Early Antithrombotics (2 days),East Central
37494,Male,98%,99%,98%,Early Antithrombotics (2 days),East Central
37494,Female,100%,98%,98%,VTE Prophylaxis,East Central
37494,Male,100%,99%,98%,VTE Prophylaxis,East Central
37494,Female,100%,100%,99%,Antithrombotics at discharge,East Central
37494,Male,100%,100%,99%,Antithrombotics at discharge,East Central
37494,Female,100%,98%,97%,Anticoagulation for AF at discharge,East Central
37494,Male,100%,96%,97%,Anticoagulation for AF at discharge,East Central
37494,Female,100%,98%,97%,Statins at Discharge,East Central
37494,Male,100%,97%,98%,Statins at Discharge,East Central
37494,Female,94%,96%,98%,Smoking Cessation Counseling,East Central
37494,Male,89%,95%,97%,Smoking Cessation Counseling,East Central
37494,Female,98%,94%,93%,Defect Free Care,East Central
37494,Male,96%,94%,93%,Defect Free Care,East Central
37494,Female,40%,38%,52%,Door To Needle Time Within 60 Minutes,East Central
37494,Male,54%,50%,56%,Door To Needle Time Within 60 Minutes,East Central
37494,Female,28%,24%,34%,Door to CT Time Within 25 Minutes (All Strokes),East Central
37494,Male,26%,25%,35%,Door to CT Time Within 25 Minutes (All Strokes),East Central
37494,Female,38%,32%,38%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,East Central
37494,Male,45%,39%,40%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,East Central
37495,Female,100%,92%,94%,rtPA Arrive by 2 hour and Treat by 3 hour,East Central
37495,Male,100%,93%,95%,rtPA Arrive by 2 hour and Treat by 3 hour,East Central
37495,Female,97%,98%,98%,Early Antithrombotics (2 days),East Central
37495,Male,97%,99%,98%,Early Antithrombotics (2 days),East Central
37495,Female,100%,98%,98%,VTE Prophylaxis,East Central
37495,Male,100%,99%,98%,VTE Prophylaxis,East Central
37495,Female,98%,100%,99%,Antithrombotics at discharge,East Central
37495,Male,100%,100%,99%,Antithrombotics at discharge,East Central
37495,Female,100%,98%,97%,Anticoagulation for AF at discharge,East Central
37495,Male,100%,96%,97%,Anticoagulation for AF at discharge,East Central
37495,Female,100%,98%,97%,Statins at Discharge,East Central
37495,Male,100%,97%,98%,Statins at Discharge,East Central
37495,Female,100%,96%,98%,Smoking Cessation Counseling,East Central
37495,Male,89%,95%,97%,Smoking Cessation Counseling,East Central
37495,Female,96%,94%,93%,Defect Free Care,East Central
37495,Male,94%,94%,93%,Defect Free Care,East Central
37495,Female,33%,38%,52%,Door To Needle Time Within 60 Minutes,East Central
37495,Female,3%,24%,34%,Door to CT Time Within 25 Minutes (All Strokes),East Central
37495,Male,4%,25%,35%,Door to CT Time Within 25 Minutes (All Strokes),East Central
37495,Female,21%,32%,38%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,East Central
37495,Male,30%,39%,40%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,East Central
37496,Female,100%,92%,94%,rtPA Arrive by 2 hour and Treat by 3 hour,East Central
37496,Male,100%,93%,95%,rtPA Arrive by 2 hour and Treat by 3 hour,East Central
37496,Female,100%,98%,98%,Early Antithrombotics (2 days),East Central
37496,Male,100%,99%,98%,Early Antithrombotics (2 days),East Central
37496,Female,100%,98%,98%,VTE Prophylaxis,East Central
37496,Male,97%,99%,98%,VTE Prophylaxis,East Central
37496,Female,100%,100%,99%,Antithrombotics at discharge,East Central
37496,Male,100%,100%,99%,Antithrombotics at discharge,East Central
37496,Female,100%,98%,97%,Anticoagulation for AF at discharge,East Central
37496,Male,100%,96%,97%,Anticoagulation for AF at discharge,East Central
37496,Female,96%,98%,97%,Statins at Discharge,East Central
37496,Male,95%,97%,98%,Statins at Discharge,East Central
37496,Female,100%,96%,98%,Smoking Cessation Counseling,East Central
37496,Male,100%,95%,97%,Smoking Cessation Counseling,East Central
37496,Female,97%,94%,93%,Defect Free Care,East Central
37496,Male,94%,94%,93%,Defect Free Care,East Central
37496,Female,50%,38%,52%,Door To Needle Time Within 60 Minutes,East Central
37496,Male,100%,50%,56%,Door To Needle Time Within 60 Minutes,East Central
37496,Female,19%,24%,34%,Door to CT Time Within 25 Minutes (All Strokes),East Central
37496,Male,34%,25%,35%,Door to CT Time Within 25 Minutes (All Strokes),East Central
37496,Female,67%,32%,38%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,East Central
37496,Male,60%,39%,40%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,East Central
37556,Male,100%,95%,95%,rtPA Arrive by 2 hour and Treat by 3 hour,West Central
37556,Female,95%,97%,98%,Early Antithrombotics (2 days),West Central
37556,Male,97%,98%,98%,Early Antithrombotics (2 days),West Central
37556,Female,95%,98%,98%,VTE Prophylaxis,West Central
37556,Male,95%,97%,98%,VTE Prophylaxis,West Central
37556,Female,98%,99%,99%,Antithrombotics at discharge,West Central
37556,Male,95%,99%,99%,Antithrombotics at discharge,West Central
37556,Female,100%,97%,97%,Anticoagulation for AF at discharge,West Central
37556,Male,100%,98%,97%,Anticoagulation for AF at discharge,West Central
37556,Female,97%,96%,97%,Statins at Discharge,West Central
37556,Male,96%,98%,98%,Statins at Discharge,West Central
37556,Female,100%,99%,98%,Smoking Cessation Counseling,West Central
37556,Male,100%,99%,97%,Smoking Cessation Counseling,West Central
37556,Female,86%,92%,93%,Defect Free Care,West Central
37556,Male,90%,93%,93%,Defect Free Care,West Central
37556,Male,50%,43%,56%,Door To Needle Time Within 60 Minutes,West Central
37556,Female,20%,30%,34%,Door to CT Time Within 25 Minutes (All Strokes),West Central
37556,Male,22%,34%,35%,Door to CT Time Within 25 Minutes (All Strokes),West Central
37556,Male,22%,32%,40%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,West Central
37818,Female,89%,68%,68%,rtPA Arrive by 2 hour and Treat by 3 hour,PR
37818,Male,100%,66%,66%,rtPA Arrive by 2 hour and Treat by 3 hour,PR
37818,Female,83%,83%,83%,Early Antithrombotics (2 days),PR
37818,Male,88%,86%,86%,Early Antithrombotics (2 days),PR
37818,Female,89%,79%,79%,VTE Prophylaxis,PR
37818,Male,90%,79%,79%,VTE Prophylaxis,PR
37818,Female,96%,93%,93%,Antithrombotics at discharge,PR
37818,Male,96%,93%,93%,Antithrombotics at discharge,PR
37818,Female,100%,90%,90%,Anticoagulation for AF at discharge,PR
37818,Male,94%,94%,94%,Anticoagulation for AF at discharge,PR
37818,Female,85%,83%,83%,Statins at Discharge,PR
37818,Male,90%,84%,84%,Statins at Discharge,PR
37818,Female,100%,100%,100%,Smoking Cessation Counseling,PR
37818,Male,100%,94%,94%,Smoking Cessation Counseling,PR
37818,Female,72%,63%,63%,Defect Free Care,PR
37818,Male,77%,64%,64%,Defect Free Care,PR
37818,Female,47%,50%,50%,Door To Needle Time Within 60 Minutes,PR
37818,Male,53%,48%,48%,Door To Needle Time Within 60 Minutes,PR
37818,Female,13%,25%,25%,Door to CT Time Within 25 Minutes (All Strokes),PR
37818,Male,24%,31%,31%,Door to CT Time Within 25 Minutes (All Strokes),PR
37818,Female,50%,56%,56%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,PR
37818,Male,45%,53%,53%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,PR
37896,Female,97%,86%,94%,rtPA Arrive by 2 hour and Treat by 3 hour,North
37896,Male,97%,94%,95%,rtPA Arrive by 2 hour and Treat by 3 hour,North
37896,Female,100%,98%,98%,Early Antithrombotics (2 days),North
37896,Male,98%,99%,98%,Early Antithrombotics (2 days),North
37896,Female,96%,95%,98%,VTE Prophylaxis,North
37896,Male,98%,96%,98%,VTE Prophylaxis,North
37896,Female,99%,99%,99%,Antithrombotics at discharge,North
37896,Male,100%,99%,99%,Antithrombotics at discharge,North
37896,Female,100%,97%,97%,Anticoagulation for AF at discharge,North
37896,Male,100%,99%,97%,Anticoagulation for AF at discharge,North
37896,Female,98%,95%,97%,Statins at Discharge,North
37896,Male,97%,96%,98%,Statins at Discharge,North
37896,Female,95%,98%,98%,Smoking Cessation Counseling,North
37896,Male,98%,99%,97%,Smoking Cessation Counseling,North
37896,Female,94%,90%,93%,Defect Free Care,North
37896,Male,95%,92%,93%,Defect Free Care,North
37896,Female,62%,41%,52%,Door To Needle Time Within 60 Minutes,North
37896,Male,70%,53%,56%,Door To Needle Time Within 60 Minutes,North
37896,Female,34%,38%,34%,Door to CT Time Within 25 Minutes (All Strokes),North
37896,Male,32%,38%,35%,Door to CT Time Within 25 Minutes (All Strokes),North
37896,Female,49%,38%,38%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,North
37896,Male,62%,48%,40%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,North
40934,Female,67%,86%,94%,rtPA Arrive by 2 hour and Treat by 3 hour,
40934,Male,60%,94%,95%,rtPA Arrive by 2 hour and Treat by 3 hour,
40934,Female,97%,98%,98%,Early Antithrombotics (2 days),
40934,Male,97%,99%,98%,Early Antithrombotics (2 days),
40934,Female,90%,95%,98%,VTE Prophylaxis,
40934,Male,93%,96%,98%,VTE Prophylaxis,
40934,Female,97%,99%,99%,Antithrombotics at discharge,
40934,Male,100%,99%,99%,Antithrombotics at discharge,
40934,Female,100%,97%,97%,Anticoagulation for AF at discharge,
40934,Male,100%,99%,97%,Anticoagulation for AF at discharge,
40934,Female,93%,95%,97%,Statins at Discharge,
40934,Male,96%,96%,98%,Statins at Discharge,
40934,Female,100%,98%,98%,Smoking Cessation Counseling,
40934,Male,100%,99%,97%,Smoking Cessation Counseling,
40934,Female,80%,90%,93%,Defect Free Care,
40934,Male,86%,92%,93%,Defect Free Care,
40934,Female,25%,41%,52%,Door To Needle Time Within 60 Minutes,
40934,Male,67%,53%,56%,Door To Needle Time Within 60 Minutes,
40934,Female,40%,38%,34%,Door to CT Time Within 25 Minutes (All Strokes),
40934,Male,31%,38%,35%,Door to CT Time Within 25 Minutes (All Strokes),
40934,Female,27%,38%,38%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,
40934,Male,55%,48%,40%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,
43254,Female,82%,68%,68%,rtPA Arrive by 2 hour and Treat by 3 hour,PR
43254,Male,93%,66%,66%,rtPA Arrive by 2 hour and Treat by 3 hour,PR
43254,Female,100%,83%,83%,Early Antithrombotics (2 days),PR
43254,Male,89%,86%,86%,Early Antithrombotics (2 days),PR
43254,Female,87%,79%,79%,VTE Prophylaxis,PR
43254,Male,87%,79%,79%,VTE Prophylaxis,PR
43254,Female,100%,93%,93%,Antithrombotics at discharge,PR
43254,Male,100%,93%,93%,Antithrombotics at discharge,PR
43254,Female,100%,90%,90%,Anticoagulation for AF at discharge,PR
43254,Male,100%,94%,94%,Anticoagulation for AF at discharge,PR
43254,Female,100%,83%,83%,Statins at Discharge,PR
43254,Male,100%,84%,84%,Statins at Discharge,PR
43254,Female,100%,100%,100%,Smoking Cessation Counseling,PR
43254,Male,100%,94%,94%,Smoking Cessation Counseling,PR
43254,Female,77%,63%,63%,Defect Free Care,PR
43254,Male,82%,64%,64%,Defect Free Care,PR
43254,Female,48%,50%,50%,Door To Needle Time Within 60 Minutes,PR
43254,Male,55%,48%,48%,Door To Needle Time Within 60 Minutes,PR
43254,Female,97%,25%,25%,Door to CT Time Within 25 Minutes (All Strokes),PR
43254,Male,81%,31%,31%,Door to CT Time Within 25 Minutes (All Strokes),PR
43254,Female,92%,56%,56%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,PR
43254,Male,88%,53%,53%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,PR
45054,Male,25%,66%,66%,rtPA Arrive by 2 hour and Treat by 3 hour,PR
45054,Female,56%,83%,83%,Early Antithrombotics (2 days),PR
45054,Male,53%,86%,86%,Early Antithrombotics (2 days),PR
45054,Female,71%,79%,79%,VTE Prophylaxis,PR
45054,Male,41%,79%,79%,VTE Prophylaxis,PR
45054,Female,70%,93%,93%,Antithrombotics at discharge,PR
45054,Male,84%,93%,93%,Antithrombotics at discharge,PR
45054,Female,67%,90%,90%,Anticoagulation for AF at discharge,PR
45054,Male,100%,94%,94%,Anticoagulation for AF at discharge,PR
45054,Female,67%,83%,83%,Statins at Discharge,PR
45054,Male,60%,84%,84%,Statins at Discharge,PR
45054,Female,100%,100%,100%,Smoking Cessation Counseling,PR
45054,Male,33%,94%,94%,Smoking Cessation Counseling,PR
45054,Female,32%,63%,63%,Defect Free Care,PR
45054,Male,17%,64%,64%,Defect Free Care,PR
45054,Female,18%,25%,25%,Door to CT Time Within 25 Minutes (All Strokes),PR
45054,Male,52%,31%,31%,Door to CT Time Within 25 Minutes (All Strokes),PR
45054,Male,50%,53%,53%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,PR
47534,Female,100%,95%,94%,rtPA Arrive by 2 hour and Treat by 3 hour,West Central
47534,Male,100%,95%,95%,rtPA Arrive by 2 hour and Treat by 3 hour,West Central
47534,Female,100%,97%,98%,Early Antithrombotics (2 days),West Central
47534,Male,100%,98%,98%,Early Antithrombotics (2 days),West Central
47534,Female,98%,98%,98%,VTE Prophylaxis,West Central
47534,Male,92%,97%,98%,VTE Prophylaxis,West Central
47534,Female,100%,99%,99%,Antithrombotics at discharge,West Central
47534,Male,100%,99%,99%,Antithrombotics at discharge,West Central
47534,Female,100%,97%,97%,Anticoagulation for AF at discharge,West Central
47534,Male,100%,98%,97%,Anticoagulation for AF at discharge,West Central
47534,Female,100%,96%,97%,Statins at Discharge,West Central
