Hospital_ID,race,Percent_Hospital,Percent_Region,Percent_State,outcome,Region
22865,White,93%,92%,94%,rtPA Arrive by 2 hour and Treat by 3 hour,East Central
22865,Black,97%,98%,98%,Early Antithrombotics (2 days),East Central
22865,FL_Hispanic,100%,98%,97%,Early Antithrombotics (2 days),East Central
22865,White,99%,98%,98%,Early Antithrombotics (2 days),East Central
22865,Black,100%,99%,98%,VTE Prophylaxis,East Central
22865,FL_Hispanic,100%,99%,98%,VTE Prophylaxis,East Central
22865,White,96%,98%,97%,VTE Prophylaxis,East Central
22865,Black,100%,100%,99%,Antithrombotics at discharge,East Central
22865,FL_Hispanic,95%,99%,99%,Antithrombotics at discharge,East Central
22865,White,98%,100%,99%,Antithrombotics at discharge,East Central
22865,Black,100%,94%,97%,Anticoagulation for AF at discharge,East Central
22865,FL_Hispanic,100%,100%,98%,Anticoagulation for AF at discharge,East Central
22865,White,96%,97%,97%,Anticoagulation for AF at discharge,East Central
22865,Black,100%,99%,98%,Statins at Discharge,East Central
22865,FL_Hispanic,86%,98%,98%,Statins at Discharge,East Central
22865,White,92%,97%,97%,Statins at Discharge,East Central
22865,Black,100%,94%,97%,Smoking Cessation Counseling,East Central
22865,FL_Hispanic,100%,100%,97%,Smoking Cessation Counseling,East Central
22865,White,95%,95%,98%,Smoking Cessation Counseling,East Central
22865,Black,97%,94%,94%,Defect Free Care,East Central
22865,FL_Hispanic,92%,96%,94%,Defect Free Care,East Central
22865,White,90%,94%,93%,Defect Free Care,East Central
22865,Black,33%,47%,46%,Door To Needle Time Within 60 Minutes,East Central
22865,FL_Hispanic,50%,43%,68%,Door To Needle Time Within 60 Minutes,East Central
22865,White,38%,44%,52%,Door To Needle Time Within 60 Minutes,East Central
22865,Black,36%,22%,28%,Door to CT Time Within 25 Minutes (All Strokes),East Central
22865,FL_Hispanic,29%,20%,36%,Door to CT Time Within 25 Minutes (All Strokes),East Central
22865,White,40%,26%,36%,Door to CT Time Within 25 Minutes (All Strokes),East Central
22865,Black,50%,37%,42%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,East Central
22865,FL_Hispanic,50%,44%,43%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,East Central
22865,White,32%,34%,37%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,East Central
25382,Black,86%,90%,96%,rtPA Arrive by 2 hour and Treat by 3 hour,East Central
25382,White,90%,92%,94%,rtPA Arrive by 2 hour and Treat by 3 hour,East Central
25382,Black,100%,98%,98%,Early Antithrombotics (2 days),East Central
25382,FL_Hispanic,100%,98%,97%,Early Antithrombotics (2 days),East Central
25382,White,96%,98%,98%,Early Antithrombotics (2 days),East Central
25382,Black,96%,99%,98%,VTE Prophylaxis,East Central
25382,FL_Hispanic,100%,99%,98%,VTE Prophylaxis,East Central
25382,White,94%,98%,97%,VTE Prophylaxis,East Central
25382,Black,100%,100%,99%,Antithrombotics at discharge,East Central
25382,FL_Hispanic,100%,99%,99%,Antithrombotics at discharge,East Central
25382,White,100%,100%,99%,Antithrombotics at discharge,East Central
25382,White,94%,97%,97%,Anticoagulation for AF at discharge,East Central
25382,Black,100%,99%,98%,Statins at Discharge,East Central
25382,FL_Hispanic,100%,98%,98%,Statins at Discharge,East Central
25382,White,94%,97%,97%,Statins at Discharge,East Central
25382,Black,100%,94%,97%,Smoking Cessation Counseling,East Central
25382,White,97%,95%,98%,Smoking Cessation Counseling,East Central
25382,Black,93%,94%,94%,Defect Free Care,East Central
25382,FL_Hispanic,100%,96%,94%,Defect Free Care,East Central
25382,White,87%,94%,93%,Defect Free Care,East Central
25382,Black,43%,47%,46%,Door To Needle Time Within 60 Minutes,East Central
25382,White,36%,44%,52%,Door To Needle Time Within 60 Minutes,East Central
25382,Black,34%,22%,28%,Door to CT Time Within 25 Minutes (All Strokes),East Central
25382,White,30%,26%,36%,Door to CT Time Within 25 Minutes (All Strokes),East Central
25382,Black,41%,37%,42%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,East Central
25382,White,35%,34%,37%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,East Central
27785,Black,100%,90%,96%,rtPA Arrive by 2 hour and Treat by 3 hour,East Central
27785,White,100%,92%,94%,rtPA Arrive by 2 hour and Treat by 3 hour,East Central
27785,Black,92%,98%,98%,Early Antithrombotics (2 days),East Central
27785,FL_Hispanic,100%,98%,97%,Early Antithrombotics (2 days),East Central
27785,White,100%,98%,98%,Early Antithrombotics (2 days),East Central
27785,Black,93%,99%,98%,VTE Prophylaxis,East Central
27785,FL_Hispanic,100%,99%,98%,VTE Prophylaxis,East Central
27785,White,98%,98%,97%,VTE Prophylaxis,East Central
27785,Black,100%,100%,99%,Antithrombotics at discharge,East Central
27785,FL_Hispanic,100%,99%,99%,Antithrombotics at discharge,East Central
27785,White,100%,100%,99%,Antithrombotics at discharge,East Central
27785,Black,67%,94%,97%,Anticoagulation for AF at discharge,East Central
27785,FL_Hispanic,100%,100%,98%,Anticoagulation for AF at discharge,East Central
27785,White,97%,97%,97%,Anticoagulation for AF at discharge,East Central
27785,Black,91%,99%,98%,Statins at Discharge,East Central
27785,FL_Hispanic,100%,98%,98%,Statins at Discharge,East Central
27785,White,99%,97%,97%,Statins at Discharge,East Central
27785,Black,100%,94%,97%,Smoking Cessation Counseling,East Central
27785,White,100%,95%,98%,Smoking Cessation Counseling,East Central
27785,Black,73%,94%,94%,Defect Free Care,East Central
27785,FL_Hispanic,100%,96%,94%,Defect Free Care,East Central
27785,White,97%,94%,93%,Defect Free Care,East Central
27785,Black,100%,47%,46%,Door To Needle Time Within 60 Minutes,East Central
27785,White,50%,44%,52%,Door To Needle Time Within 60 Minutes,East Central
27785,Black,13%,22%,28%,Door to CT Time Within 25 Minutes (All Strokes),East Central
27785,White,23%,26%,36%,Door to CT Time Within 25 Minutes (All Strokes),East Central
27785,Black,100%,37%,42%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,East Central
27785,White,34%,34%,37%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,East Central
29944,Black,100%,100%,96%,rtPA Arrive by 2 hour and Treat by 3 hour,North
29944,White,63%,89%,94%,rtPA Arrive by 2 hour and Treat by 3 hour,North
29944,Black,100%,99%,98%,Early Antithrombotics (2 days),North
29944,FL_Hispanic,100%,100%,97%,Early Antithrombotics (2 days),North
29944,White,96%,98%,98%,Early Antithrombotics (2 days),North
29944,Black,92%,96%,98%,VTE Prophylaxis,North
29944,FL_Hispanic,100%,100%,98%,VTE Prophylaxis,North
29944,White,87%,95%,97%,VTE Prophylaxis,North
29944,Black,100%,98%,99%,Antithrombotics at discharge,North
29944,FL_Hispanic,86%,95%,99%,Antithrombotics at discharge,North
29944,White,100%,99%,99%,Antithrombotics at discharge,North
29944,FL_Hispanic,100%,100%,98%,Anticoagulation for AF at discharge,North
29944,White,73%,98%,97%,Anticoagulation for AF at discharge,North
29944,Black,75%,95%,98%,Statins at Discharge,North
29944,FL_Hispanic,86%,94%,98%,Statins at Discharge,North
29944,White,87%,95%,97%,Statins at Discharge,North
29944,Black,100%,96%,97%,Smoking Cessation Counseling,North
29944,White,100%,99%,98%,Smoking Cessation Counseling,North
29944,Black,77%,91%,94%,Defect Free Care,North
29944,FL_Hispanic,86%,96%,94%,Defect Free Care,North
29944,White,73%,91%,93%,Defect Free Care,North
29944,Black,23%,32%,28%,Door to CT Time Within 25 Minutes (All Strokes),North
29944,White,26%,40%,36%,Door to CT Time Within 25 Minutes (All Strokes),North
29944,Black,33%,45%,42%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,North
29944,White,26%,42%,37%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,North
29984,Black,100%,90%,96%,rtPA Arrive by 2 hour and Treat by 3 hour,
29984,FL_Hispanic,100%,97%,97%,rtPA Arrive by 2 hour and Treat by 3 hour,
29984,White,83%,92%,94%,rtPA Arrive by 2 hour and Treat by 3 hour,
29984,Black,96%,98%,98%,Early Antithrombotics (2 days),
29984,FL_Hispanic,97%,98%,97%,Early Antithrombotics (2 days),
29984,White,98%,98%,98%,Early Antithrombotics (2 days),
29984,Black,100%,99%,98%,VTE Prophylaxis,
29984,FL_Hispanic,100%,99%,98%,VTE Prophylaxis,
29984,White,98%,98%,97%,VTE Prophylaxis,
29984,Black,100%,100%,99%,Antithrombotics at discharge,
29984,FL_Hispanic,100%,99%,99%,Antithrombotics at discharge,
29984,White,99%,100%,99%,Antithrombotics at discharge,
29984,Black,100%,94%,97%,Anticoagulation for AF at discharge,
29984,FL_Hispanic,100%,100%,98%,Anticoagulation for AF at discharge,
29984,White,90%,97%,97%,Anticoagulation for AF at discharge,
29984,Black,99%,99%,98%,Statins at Discharge,
29984,FL_Hispanic,100%,98%,98%,Statins at Discharge,
29984,White,98%,97%,97%,Statins at Discharge,
29984,Black,100%,94%,97%,Smoking Cessation Counseling,
29984,FL_Hispanic,100%,100%,97%,Smoking Cessation Counseling,
29984,White,100%,95%,98%,Smoking Cessation Counseling,
29984,Black,95%,94%,94%,Defect Free Care,
29984,FL_Hispanic,98%,96%,94%,Defect Free Care,
29984,White,92%,94%,93%,Defect Free Care,
29984,Black,56%,47%,46%,Door To Needle Time Within 60 Minutes,
29984,FL_Hispanic,71%,43%,68%,Door To Needle Time Within 60 Minutes,
29984,White,61%,44%,52%,Door To Needle Time Within 60 Minutes,
29984,Black,43%,22%,28%,Door to CT Time Within 25 Minutes (All Strokes),
29984,FL_Hispanic,50%,20%,36%,Door to CT Time Within 25 Minutes (All Strokes),
29984,White,50%,26%,36%,Door to CT Time Within 25 Minutes (All Strokes),
29984,Black,33%,37%,42%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,
29984,FL_Hispanic,33%,44%,43%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,
29984,White,32%,34%,37%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,
31167,White,90%,94%,94%,rtPA Arrive by 2 hour and Treat by 3 hour,West Central
31167,Black,83%,97%,98%,Early Antithrombotics (2 days),West Central
31167,FL_Hispanic,67%,97%,97%,Early Antithrombotics (2 days),West Central
31167,White,97%,97%,98%,Early Antithrombotics (2 days),West Central
31167,Black,67%,98%,98%,VTE Prophylaxis,West Central
31167,FL_Hispanic,100%,99%,98%,VTE Prophylaxis,West Central
31167,White,85%,98%,97%,VTE Prophylaxis,West Central
31167,Black,80%,99%,99%,Antithrombotics at discharge,West Central
31167,FL_Hispanic,67%,98%,99%,Antithrombotics at discharge,West Central
31167,White,96%,99%,99%,Antithrombotics at discharge,West Central
31167,Black,100%,95%,97%,Anticoagulation for AF at discharge,West Central
31167,White,96%,97%,97%,Anticoagulation for AF at discharge,West Central
31167,Black,100%,96%,98%,Statins at Discharge,West Central
31167,FL_Hispanic,100%,96%,98%,Statins at Discharge,West Central
31167,White,91%,97%,97%,Statins at Discharge,West Central
31167,Black,100%,99%,97%,Smoking Cessation Counseling,West Central
31167,FL_Hispanic,100%,100%,97%,Smoking Cessation Counseling,West Central
31167,White,100%,99%,98%,Smoking Cessation Counseling,West Central
31167,Black,67%,93%,94%,Defect Free Care,West Central
31167,FL_Hispanic,33%,92%,94%,Defect Free Care,West Central
31167,White,76%,93%,93%,Defect Free Care,West Central
31167,Black,40%,22%,28%,Door to CT Time Within 25 Minutes (All Strokes),West Central
31167,FL_Hispanic,50%,22%,36%,Door to CT Time Within 25 Minutes (All Strokes),West Central
31167,White,44%,34%,36%,Door to CT Time Within 25 Minutes (All Strokes),West Central
31167,White,33%,31%,37%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,West Central
31190,Black,100%,98%,96%,rtPA Arrive by 2 hour and Treat by 3 hour,South
31190,FL_Hispanic,100%,97%,97%,rtPA Arrive by 2 hour and Treat by 3 hour,South
31190,White,100%,96%,94%,rtPA Arrive by 2 hour and Treat by 3 hour,South
31190,Black,100%,97%,98%,Early Antithrombotics (2 days),South
31190,FL_Hispanic,99%,97%,97%,Early Antithrombotics (2 days),South
31190,White,95%,98%,98%,Early Antithrombotics (2 days),South
31190,Black,96%,98%,98%,VTE Prophylaxis,South
31190,FL_Hispanic,100%,98%,98%,VTE Prophylaxis,South
31190,White,99%,97%,97%,VTE Prophylaxis,South
31190,Black,100%,99%,99%,Antithrombotics at discharge,South
31190,FL_Hispanic,99%,99%,99%,Antithrombotics at discharge,South
31190,White,100%,99%,99%,Antithrombotics at discharge,South
31190,Black,100%,98%,97%,Anticoagulation for AF at discharge,South
31190,FL_Hispanic,95%,97%,98%,Anticoagulation for AF at discharge,South
31190,White,95%,97%,97%,Anticoagulation for AF at discharge,South
31190,Black,94%,99%,98%,Statins at Discharge,South
31190,FL_Hispanic,97%,98%,98%,Statins at Discharge,South
31190,White,94%,98%,97%,Statins at Discharge,South
31190,Black,100%,97%,97%,Smoking Cessation Counseling,South
31190,FL_Hispanic,100%,95%,97%,Smoking Cessation Counseling,South
31190,White,100%,99%,98%,Smoking Cessation Counseling,South
31190,Black,96%,94%,94%,Defect Free Care,South
31190,FL_Hispanic,96%,93%,94%,Defect Free Care,South
31190,White,90%,94%,93%,Defect Free Care,South
31190,Black,50%,54%,46%,Door To Needle Time Within 60 Minutes,South
31190,FL_Hispanic,82%,76%,68%,Door To Needle Time Within 60 Minutes,South
31190,White,60%,66%,52%,Door To Needle Time Within 60 Minutes,South
31190,Black,37%,32%,28%,Door to CT Time Within 25 Minutes (All Strokes),South
31190,FL_Hispanic,38%,43%,36%,Door to CT Time Within 25 Minutes (All Strokes),South
31190,White,34%,45%,36%,Door to CT Time Within 25 Minutes (All Strokes),South
31190,Black,80%,47%,42%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,South
31190,FL_Hispanic,32%,44%,43%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,South
31190,White,23%,43%,37%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,South
31193,White,100%,94%,94%,rtPA Arrive by 2 hour and Treat by 3 hour,West Central
31193,Black,100%,97%,98%,Early Antithrombotics (2 days),West Central
31193,FL_Hispanic,100%,97%,97%,Early Antithrombotics (2 days),West Central
31193,White,100%,97%,98%,Early Antithrombotics (2 days),West Central
31193,Black,100%,98%,98%,VTE Prophylaxis,West Central
31193,FL_Hispanic,100%,99%,98%,VTE Prophylaxis,West Central
31193,White,100%,98%,97%,VTE Prophylaxis,West Central
31193,Black,100%,99%,99%,Antithrombotics at discharge,West Central
31193,FL_Hispanic,100%,98%,99%,Antithrombotics at discharge,West Central
31193,White,100%,99%,99%,Antithrombotics at discharge,West Central
31193,Black,100%,95%,97%,Anticoagulation for AF at discharge,West Central
31193,White,95%,97%,97%,Anticoagulation for AF at discharge,West Central
31193,Black,100%,96%,98%,Statins at Discharge,West Central
31193,FL_Hispanic,100%,96%,98%,Statins at Discharge,West Central
31193,White,99%,97%,97%,Statins at Discharge,West Central
31193,Black,100%,99%,97%,Smoking Cessation Counseling,West Central
31193,White,100%,99%,98%,Smoking Cessation Counseling,West Central
31193,Black,100%,93%,94%,Defect Free Care,West Central
31193,FL_Hispanic,100%,92%,94%,Defect Free Care,West Central
31193,White,98%,93%,93%,Defect Free Care,West Central
31193,White,18%,39%,52%,Door To Needle Time Within 60 Minutes,West Central
31193,White,93%,34%,36%,Door to CT Time Within 25 Minutes (All Strokes),West Central
31193,White,28%,31%,37%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,West Central
31228,Black,100%,100%,96%,rtPA Arrive by 2 hour and Treat by 3 hour,
31228,White,75%,89%,94%,rtPA Arrive by 2 hour and Treat by 3 hour,
31228,Black,98%,99%,98%,Early Antithrombotics (2 days),
31228,FL_Hispanic,100%,100%,97%,Early Antithrombotics (2 days),
31228,White,100%,98%,98%,Early Antithrombotics (2 days),
31228,Black,98%,96%,98%,VTE Prophylaxis,
31228,FL_Hispanic,100%,100%,98%,VTE Prophylaxis,
31228,White,96%,95%,97%,VTE Prophylaxis,
31228,Black,93%,98%,99%,Antithrombotics at discharge,
31228,FL_Hispanic,100%,95%,99%,Antithrombotics at discharge,
31228,White,94%,99%,99%,Antithrombotics at discharge,
31228,Black,100%,100%,97%,Anticoagulation for AF at discharge,
31228,White,100%,98%,97%,Anticoagulation for AF at discharge,
31228,Black,83%,95%,98%,Statins at Discharge,
31228,FL_Hispanic,100%,94%,98%,Statins at Discharge,
31228,White,89%,95%,97%,Statins at Discharge,
31228,Black,88%,96%,97%,Smoking Cessation Counseling,
31228,FL_Hispanic,100%,100%,97%,Smoking Cessation Counseling,
31228,White,100%,99%,98%,Smoking Cessation Counseling,
31228,Black,78%,91%,94%,Defect Free Care,
31228,FL_Hispanic,100%,96%,94%,Defect Free Care,
31228,White,92%,91%,93%,Defect Free Care,
31228,Black,67%,42%,46%,Door To Needle Time Within 60 Minutes,
31228,White,33%,49%,52%,Door To Needle Time Within 60 Minutes,
31228,Black,11%,32%,28%,Door to CT Time Within 25 Minutes (All Strokes),
31228,White,30%,40%,36%,Door to CT Time Within 25 Minutes (All Strokes),
31228,Black,50%,45%,42%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,
31228,FL_Hispanic,100%,50%,43%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,
31228,White,46%,42%,37%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,
32647,Black,100%,98%,96%,rtPA Arrive by 2 hour and Treat by 3 hour,South
32647,FL_Hispanic,100%,97%,97%,rtPA Arrive by 2 hour and Treat by 3 hour,South
32647,White,95%,96%,94%,rtPA Arrive by 2 hour and Treat by 3 hour,South
32647,Black,100%,97%,98%,Early Antithrombotics (2 days),South
32647,FL_Hispanic,100%,97%,97%,Early Antithrombotics (2 days),South
32647,White,99%,98%,98%,Early Antithrombotics (2 days),South
32647,Black,100%,98%,98%,VTE Prophylaxis,South
32647,FL_Hispanic,100%,98%,98%,VTE Prophylaxis,South
32647,White,100%,97%,97%,VTE Prophylaxis,South
32647,Black,100%,99%,99%,Antithrombotics at discharge,South
32647,FL_Hispanic,100%,99%,99%,Antithrombotics at discharge,South
32647,White,100%,99%,99%,Antithrombotics at discharge,South
32647,Black,100%,98%,97%,Anticoagulation for AF at discharge,South
32647,White,95%,97%,97%,Anticoagulation for AF at discharge,South
32647,Black,100%,99%,98%,Statins at Discharge,South
32647,FL_Hispanic,100%,98%,98%,Statins at Discharge,South
32647,White,99%,98%,97%,Statins at Discharge,South
32647,Black,100%,97%,97%,Smoking Cessation Counseling,South
32647,White,100%,99%,98%,Smoking Cessation Counseling,South
32647,Black,100%,94%,94%,Defect Free Care,South
32647,FL_Hispanic,100%,93%,94%,Defect Free Care,South
32647,White,97%,94%,93%,Defect Free Care,South
32647,Black,33%,54%,46%,Door To Needle Time Within 60 Minutes,South
32647,FL_Hispanic,75%,76%,68%,Door To Needle Time Within 60 Minutes,South
32647,White,92%,66%,52%,Door To Needle Time Within 60 Minutes,South
32647,Black,30%,32%,28%,Door to CT Time Within 25 Minutes (All Strokes),South
32647,FL_Hispanic,45%,43%,36%,Door to CT Time Within 25 Minutes (All Strokes),South
32647,White,40%,45%,36%,Door to CT Time Within 25 Minutes (All Strokes),South
32647,Black,30%,47%,42%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,South
32647,FL_Hispanic,67%,44%,43%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,South
32647,White,43%,43%,37%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,South
33568,Black,100%,98%,96%,rtPA Arrive by 2 hour and Treat by 3 hour,South
33568,White,100%,96%,94%,rtPA Arrive by 2 hour and Treat by 3 hour,South
33568,Black,100%,97%,98%,Early Antithrombotics (2 days),South
33568,FL_Hispanic,90%,97%,97%,Early Antithrombotics (2 days),South
33568,White,94%,98%,98%,Early Antithrombotics (2 days),South
33568,Black,89%,98%,98%,VTE Prophylaxis,South
33568,FL_Hispanic,100%,98%,98%,VTE Prophylaxis,South
33568,White,95%,97%,97%,VTE Prophylaxis,South
33568,Black,100%,99%,99%,Antithrombotics at discharge,South
33568,FL_Hispanic,100%,99%,99%,Antithrombotics at discharge,South
33568,White,99%,99%,99%,Antithrombotics at discharge,South
33568,Black,100%,98%,97%,Anticoagulation for AF at discharge,South
33568,White,96%,97%,97%,Anticoagulation for AF at discharge,South
33568,Black,91%,99%,98%,Statins at Discharge,South
33568,FL_Hispanic,100%,98%,98%,Statins at Discharge,South
33568,White,98%,98%,97%,Statins at Discharge,South
33568,Black,100%,97%,97%,Smoking Cessation Counseling,South
33568,FL_Hispanic,100%,95%,97%,Smoking Cessation Counseling,South
33568,White,100%,99%,98%,Smoking Cessation Counseling,South
33568,Black,86%,94%,94%,Defect Free Care,South
33568,FL_Hispanic,91%,93%,94%,Defect Free Care,South
33568,White,88%,94%,93%,Defect Free Care,South
33568,Black,75%,54%,46%,Door To Needle Time Within 60 Minutes,South
33568,White,50%,66%,52%,Door To Needle Time Within 60 Minutes,South
33568,Black,22%,32%,28%,Door to CT Time Within 25 Minutes (All Strokes),South
33568,FL_Hispanic,20%,43%,36%,Door to CT Time Within 25 Minutes (All Strokes),South
33568,White,25%,45%,36%,Door to CT Time Within 25 Minutes (All Strokes),South
33568,Black,100%,47%,42%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,South
33568,White,40%,43%,37%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,South
33607,FL_Hispanic,100%,97%,97%,rtPA Arrive by 2 hour and Treat by 3 hour,South
33607,White,100%,96%,94%,rtPA Arrive by 2 hour and Treat by 3 hour,South
33607,Black,100%,97%,98%,Early Antithrombotics (2 days),South
33607,FL_Hispanic,100%,97%,97%,Early Antithrombotics (2 days),South
33607,White,98%,98%,98%,Early Antithrombotics (2 days),South
33607,Black,100%,98%,98%,VTE Prophylaxis,South
33607,FL_Hispanic,100%,98%,98%,VTE Prophylaxis,South
33607,White,99%,97%,97%,VTE Prophylaxis,South
33607,Black,100%,99%,99%,Antithrombotics at discharge,South
33607,FL_Hispanic,100%,99%,99%,Antithrombotics at discharge,South
33607,White,100%,99%,99%,Antithrombotics at discharge,South
33607,FL_Hispanic,100%,97%,98%,Anticoagulation for AF at discharge,South
33607,White,100%,97%,97%,Anticoagulation for AF at discharge,South
33607,FL_Hispanic,100%,98%,98%,Statins at Discharge,South
33607,White,100%,98%,97%,Statins at Discharge,South
33607,FL_Hispanic,100%,95%,97%,Smoking Cessation Counseling,South
33607,White,100%,99%,98%,Smoking Cessation Counseling,South
33607,Black,100%,94%,94%,Defect Free Care,South
33607,FL_Hispanic,100%,93%,94%,Defect Free Care,South
33607,White,98%,94%,93%,Defect Free Care,South
33607,FL_Hispanic,67%,76%,68%,Door To Needle Time Within 60 Minutes,South
33607,White,74%,66%,52%,Door To Needle Time Within 60 Minutes,South
33607,FL_Hispanic,50%,43%,36%,Door to CT Time Within 25 Minutes (All Strokes),South
33607,White,38%,45%,36%,Door to CT Time Within 25 Minutes (All Strokes),South
33607,FL_Hispanic,60%,44%,43%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,South
33607,White,60%,43%,37%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,South
34227,Black,50%,90%,96%,rtPA Arrive by 2 hour and Treat by 3 hour,
34227,FL_Hispanic,75%,97%,97%,rtPA Arrive by 2 hour and Treat by 3 hour,
34227,White,88%,92%,94%,rtPA Arrive by 2 hour and Treat by 3 hour,
34227,Black,100%,98%,98%,Early Antithrombotics (2 days),
34227,FL_Hispanic,86%,98%,97%,Early Antithrombotics (2 days),
34227,White,98%,98%,98%,Early Antithrombotics (2 days),
34227,Black,100%,99%,98%,VTE Prophylaxis,
34227,FL_Hispanic,100%,99%,98%,VTE Prophylaxis,
34227,White,99%,98%,97%,VTE Prophylaxis,
34227,Black,100%,100%,99%,Antithrombotics at discharge,
34227,FL_Hispanic,100%,99%,99%,Antithrombotics at discharge,
34227,White,100%,100%,99%,Antithrombotics at discharge,
34227,Black,100%,94%,97%,Anticoagulation for AF at discharge,
34227,FL_Hispanic,100%,100%,98%,Anticoagulation for AF at discharge,
34227,White,100%,97%,97%,Anticoagulation for AF at discharge,
34227,Black,100%,99%,98%,Statins at Discharge,
34227,FL_Hispanic,100%,98%,98%,Statins at Discharge,
34227,White,99%,97%,97%,Statins at Discharge,
34227,Black,100%,94%,97%,Smoking Cessation Counseling,
34227,FL_Hispanic,100%,100%,97%,Smoking Cessation Counseling,
34227,White,96%,95%,98%,Smoking Cessation Counseling,
34227,Black,96%,94%,94%,Defect Free Care,
34227,FL_Hispanic,80%,96%,94%,Defect Free Care,
34227,White,95%,94%,93%,Defect Free Care,
34227,FL_Hispanic,100%,43%,68%,Door To Needle Time Within 60 Minutes,
34227,White,89%,44%,52%,Door To Needle Time Within 60 Minutes,
34227,Black,17%,22%,28%,Door to CT Time Within 25 Minutes (All Strokes),
34227,FL_Hispanic,20%,20%,36%,Door to CT Time Within 25 Minutes (All Strokes),
34227,White,21%,26%,36%,Door to CT Time Within 25 Minutes (All Strokes),
34227,Black,25%,37%,42%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,
34227,FL_Hispanic,60%,44%,43%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,
34227,White,21%,34%,37%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,
34271,Black,100%,100%,96%,rtPA Arrive by 2 hour and Treat by 3 hour,
34271,White,100%,89%,94%,rtPA Arrive by 2 hour and Treat by 3 hour,
34271,Black,100%,99%,98%,Early Antithrombotics (2 days),
34271,FL_Hispanic,100%,100%,97%,Early Antithrombotics (2 days),
34271,White,99%,98%,98%,Early Antithrombotics (2 days),
34271,Black,80%,96%,98%,VTE Prophylaxis,
34271,FL_Hispanic,100%,100%,98%,VTE Prophylaxis,
34271,White,96%,95%,97%,VTE Prophylaxis,
34271,Black,100%,98%,99%,Antithrombotics at discharge,
34271,FL_Hispanic,100%,95%,99%,Antithrombotics at discharge,
34271,White,100%,99%,99%,Antithrombotics at discharge,
34271,White,100%,98%,97%,Anticoagulation for AF at discharge,
34271,Black,100%,95%,98%,Statins at Discharge,
34271,FL_Hispanic,100%,94%,98%,Statins at Discharge,
34271,White,97%,95%,97%,Statins at Discharge,
34271,White,100%,99%,98%,Smoking Cessation Counseling,
34271,Black,80%,91%,94%,Defect Free Care,
34271,FL_Hispanic,100%,96%,94%,Defect Free Care,
34271,White,92%,91%,93%,Defect Free Care,
34271,Black,50%,42%,46%,Door To Needle Time Within 60 Minutes,
34271,White,100%,49%,52%,Door To Needle Time Within 60 Minutes,
34271,Black,20%,32%,28%,Door to CT Time Within 25 Minutes (All Strokes),
34271,White,30%,40%,36%,Door to CT Time Within 25 Minutes (All Strokes),
34271,Black,100%,45%,42%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,
34271,White,7%,42%,37%,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,
35507,Black,100%,96%,96%,rtPA Arrive by 2 hour and Treat by 3 hour,West Central
35507,FL_Hispanic,100%,94%,97%,rtPA Arrive by 2 hour and Treat by 3 hour,West Central
35507,White,100%,94%,94%,rtPA Arrive by 2 hour and Treat by 3 hour,West Central
35507,Black,100%,97%,98%,Early Antithrombotics (2 days),West Central
35507,FL_Hispanic,100%,97%,97%,Early Antithrombotics (2 days),West Central
35507,White,98%,97%,98%,Early Antithrombotics (2 days),West Central
35507,Black,96%,98%,98%,VTE Prophylaxis,West Central
35507,FL_Hispanic,100%,99%,98%,VTE Prophylaxis,West Central
35507,White,100%,98%,97%,VTE Prophylaxis,West Central
35507,Black,100%,99%,99%,Antithrombotics at discharge,West Central
35507,FL_Hispanic,100%,98%,99%,Antithrombotics at discharge,West Central
35507,White,98%,99%,99%,Antithrombotics at discharge,West Central
35507,Black,100%,95%,97%,Anticoagulation for AF at discharge,West Central
