Hospital_ID,sex, Percent_Hospital , Percent_Region , Percent_State ,outcome,num_N,deno_N
31190,Male,0.95,0.97,0.98,Early Antithrombotics (2 days),37,37
31190,Female,0.99,0.97,0.98,VTE Prophylaxis,32,33
31190,Male,0.99,0.97,0.98,VTE Prophylaxis,12,12
31190,Female,0.99,0.99,0.99,Antithrombotics at discharge,130,134
31190,Male,1,0.99,0.99,Antithrombotics at discharge,7,7
31190,Female,0.95,0.97,0.97,Anticoagulation for AF at discharge,1,1
31190,Male,0.95,0.97,0.97,Anticoagulation for AF at discharge,14,14
31190,Female,0.92,0.98,0.97,Statins at Discharge,41,46
31190,Male,0.99,0.99,0.98,Statins at Discharge,11,13
31190,Female,1,0.97,0.98,Smoking Cessation Counseling,193,209
31190,Male,1,0.98,0.97,Smoking Cessation Counseling,1,3
31190,Female,0.93,0.94,0.93,Defect Free Care,13,30
31190,Male,0.94,0.94,0.93,Defect Free Care,13,45
31190,Female,0.6,0.68,0.52,Door To Needle Time Within 60 Minutes,5,14
31190,Male,0.73,0.66,0.56,Door To Needle Time Within 60 Minutes,99,225
31190,Female,0.32,0.42,0.34,Door to CT Time Within 25 Minutes (All Strokes),3,14
31190,Male,0.4,0.42,0.35,Door to CT Time Within 25 Minutes (All Strokes),1,6
31190,Female,0.17,0.46,0.38,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,29,83
31190,Male,0.47,0.42,0.4,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,11,12
31193,Female,1,0.95,0.94,rtPA Arrive by 2 hour and Treat by 3 hour,17,18
31193,Male,1,0.95,0.95,rtPA Arrive by 2 hour and Treat by 3 hour,6,6
31193,Female,1,0.97,0.98,Early Antithrombotics (2 days),49,56
31193,Male,1,0.98,0.98,Early Antithrombotics (2 days),49,55
31193,Female,1,0.98,0.98,VTE Prophylaxis,28,31
31193,Male,1,0.97,0.98,VTE Prophylaxis,74,76
31193,Female,1,0.99,0.99,Antithrombotics at discharge,78,79
31193,Male,1,0.99,0.99,Antithrombotics at discharge,43,44
31193,Female,0.91,0.97,0.97,Anticoagulation for AF at discharge,68,68
31193,Male,1,0.98,0.97,Anticoagulation for AF at discharge,70,70
31193,Female,0.97,0.96,0.97,Statins at Discharge,38,38
31193,Male,1,0.98,0.98,Statins at Discharge,5,5
31193,Female,1,0.99,0.98,Smoking Cessation Counseling,8,9
31193,Male,1,0.99,0.97,Smoking Cessation Counseling,8,8
31193,Female,0.96,0.92,0.93,Defect Free Care,45,45
31193,Male,1,0.93,0.93,Defect Free Care,48,49
31193,Male,0.25,0.43,0.56,Door To Needle Time Within 60 Minutes,24,25
31193,Female,1,0.3,0.34,Door to CT Time Within 25 Minutes (All Strokes),12,14
31193,Male,0.89,0.34,0.35,Door to CT Time Within 25 Minutes (All Strokes),14,16
31193,Female,0.18,0.29,0.38,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,7,8
31193,Male,0.35,0.32,0.4,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,65,76
31228,Female,0.5,0.86,0.94,rtPA Arrive by 2 hour and Treat by 3 hour,69,79
31228,Male,0.88,0.94,0.95,rtPA Arrive by 2 hour and Treat by 3 hour,39,44
31228,Female,0.98,0.98,0.98,Early Antithrombotics (2 days),8,17
31228,Male,1,0.99,0.98,Early Antithrombotics (2 days),10,21
31228,Female,0.99,0.95,0.98,VTE Prophylaxis,3,9
31228,Male,0.95,0.96,0.98,VTE Prophylaxis,18,68
31228,Female,0.93,0.99,0.99,Antithrombotics at discharge,23,71
31228,Male,0.95,0.99,0.99,Antithrombotics at discharge,11,29
31228,Female,1,0.97,0.97,Anticoagulation for AF at discharge,17,26
31228,Male,1,0.99,0.97,Anticoagulation for AF at discharge,21,25
31228,Female,0.88,0.95,0.97,Statins at Discharge,9,9
31228,Male,0.86,0.96,0.98,Statins at Discharge,2,2
31228,Female,1,0.98,0.98,Smoking Cessation Counseling,2,2
31228,Male,0.94,0.99,0.97,Smoking Cessation Counseling,26,28
31228,Female,0.87,0.9,0.93,Defect Free Care,29,30
31228,Male,0.87,0.92,0.93,Defect Free Care,17,17
31228,Female,0.4,0.41,0.52,Door To Needle Time Within 60 Minutes,244,247
31228,Male,0.38,0.53,0.56,Door To Needle Time Within 60 Minutes,31,31
31228,Female,0.16,0.38,0.34,Door to CT Time Within 25 Minutes (All Strokes),22,22
31228,Male,0.3,0.38,0.35,Door to CT Time Within 25 Minutes (All Strokes),294,305
31228,Female,0.47,0.38,0.38,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,29,29
31228,Male,0.5,0.48,0.4,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,19,20
32647,Female,0.92,0.96,0.94,rtPA Arrive by 2 hour and Treat by 3 hour,256,261
32647,Male,1,0.97,0.95,rtPA Arrive by 2 hour and Treat by 3 hour,5,5
32647,Female,0.99,0.98,0.98,Early Antithrombotics (2 days),4,4
32647,Male,1,0.97,0.98,Early Antithrombotics (2 days),55,57
32647,Female,1,0.97,0.98,VTE Prophylaxis,28,28
32647,Male,1,0.97,0.98,VTE Prophylaxis,12,14
32647,Female,1,0.99,0.99,Antithrombotics at discharge,184,199
32647,Male,1,0.99,0.99,Antithrombotics at discharge,5,5
32647,Female,1,0.97,0.97,Anticoagulation for AF at discharge,1,1
32647,Male,0.94,0.97,0.97,Anticoagulation for AF at discharge,52,55
32647,Female,0.99,0.98,0.97,Statins at Discharge,33,34
32647,Male,1,0.99,0.98,Statins at Discharge,22,24
32647,Female,1,0.97,0.98,Smoking Cessation Counseling,282,314
32647,Male,1,0.98,0.97,Smoking Cessation Counseling,1,3
32647,Female,0.97,0.94,0.93,Defect Free Care,1,2
32647,Male,0.99,0.94,0.93,Defect Free Care,11,29
32647,Female,0.86,0.68,0.52,Door To Needle Time Within 60 Minutes,10,28
32647,Male,0.75,0.66,0.56,Door To Needle Time Within 60 Minutes,5,17
32647,Female,0.32,0.42,0.34,Door to CT Time Within 25 Minutes (All Strokes),104,259
32647,Male,0.4,0.42,0.35,Door to CT Time Within 25 Minutes (All Strokes),3,6
32647,Female,0.52,0.46,0.38,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,3,6
32647,Male,0.37,0.42,0.4,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,31,97
33568,Female,1,0.96,0.94,rtPA Arrive by 2 hour and Treat by 3 hour,6,7
33568,Male,1,0.97,0.95,rtPA Arrive by 2 hour and Treat by 3 hour,19,21
33568,Female,0.95,0.98,0.98,Early Antithrombotics (2 days),38,38
33568,Male,0.94,0.97,0.98,Early Antithrombotics (2 days),2,2
33568,Female,0.96,0.97,0.98,VTE Prophylaxis,173,180
33568,Male,0.93,0.97,0.98,VTE Prophylaxis,43,45
33568,Female,1,0.99,0.99,Antithrombotics at discharge,2,2
33568,Male,0.99,0.99,0.99,Antithrombotics at discharge,197,209
33568,Female,0.9,0.97,0.97,Anticoagulation for AF at discharge,41,41
33568,Male,1,0.97,0.97,Anticoagulation for AF at discharge,2,2
33568,Female,0.95,0.98,0.97,Statins at Discharge,182,182
33568,Male,0.99,0.99,0.98,Statins at Discharge,34,36
33568,Female,1,0.97,0.98,Smoking Cessation Counseling,30,30
33568,Male,1,0.98,0.97,Smoking Cessation Counseling,1,1
33568,Female,0.88,0.94,0.93,Defect Free Care,129,137
33568,Male,0.88,0.94,0.93,Defect Free Care,9,9
33568,Female,0.58,0.68,0.52,Door To Needle Time Within 60 Minutes,32,33
33568,Male,0.5,0.66,0.56,Door To Needle Time Within 60 Minutes,42,45
33568,Female,0.26,0.42,0.34,Door to CT Time Within 25 Minutes (All Strokes),2,2
33568,Male,0.22,0.42,0.35,Door to CT Time Within 25 Minutes (All Strokes),181,209
33568,Female,0.41,0.46,0.38,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,3,7
33568,Male,0.48,0.42,0.4,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,9,25
33607,Female,1,0.96,0.94,rtPA Arrive by 2 hour and Treat by 3 hour,15,44
33607,Male,1,0.97,0.95,rtPA Arrive by 2 hour and Treat by 3 hour,63,207
33607,Female,0.97,0.98,0.98,Early Antithrombotics (2 days),7,17
33607,Male,1,0.97,0.98,Early Antithrombotics (2 days),25,72
33607,Female,1,0.97,0.98,VTE Prophylaxis,1,1
33607,Male,0.98,0.97,0.98,VTE Prophylaxis,9,9
33607,Female,1,0.99,0.99,Antithrombotics at discharge,12,13
33607,Male,1,0.99,0.99,Antithrombotics at discharge,2,2
33607,Female,1,0.97,0.97,Anticoagulation for AF at discharge,147,147
33607,Male,1,0.97,0.97,Anticoagulation for AF at discharge,14,15
33607,Female,1,0.98,0.97,Statins at Discharge,2,2
33607,Male,1,0.99,0.98,Statins at Discharge,154,157
33607,Female,1,0.97,0.98,Smoking Cessation Counseling,13,13
33607,Male,1,0.98,0.97,Smoking Cessation Counseling,2,2
33607,Female,0.98,0.94,0.93,Defect Free Care,147,147
33607,Male,0.98,0.94,0.93,Defect Free Care,2,3
33607,Female,0.78,0.68,0.52,Door To Needle Time Within 60 Minutes,1,1
33607,Male,0.71,0.66,0.56,Door To Needle Time Within 60 Minutes,33,34
33607,Female,0.33,0.42,0.34,Door to CT Time Within 25 Minutes (All Strokes),10,11
33607,Male,0.43,0.42,0.35,Door to CT Time Within 25 Minutes (All Strokes),1,1
33607,Female,0.69,0.46,0.38,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,104,105
33607,Male,0.55,0.42,0.4,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,2,2
34227,Female,0.8,0.92,0.94,rtPA Arrive by 2 hour and Treat by 3 hour,20,20
34227,Male,0.78,0.93,0.95,rtPA Arrive by 2 hour and Treat by 3 hour,11,15
34227,Female,0.96,0.98,0.98,Early Antithrombotics (2 days),2,2
34227,Male,1,0.99,0.98,Early Antithrombotics (2 days),157,162
34227,Female,0.99,0.98,0.98,VTE Prophylaxis,1,1
34227,Male,1,0.99,0.98,VTE Prophylaxis,7,14
34227,Female,1,1,0.99,Antithrombotics at discharge,2,15
34227,Male,1,1,0.99,Antithrombotics at discharge,31,133
34227,Female,1,0.98,0.97,Anticoagulation for AF at discharge,1,1
34227,Male,1,0.96,0.97,Anticoagulation for AF at discharge,13,38
34227,Female,1,0.98,0.97,Statins at Discharge,1,1
34227,Male,0.98,0.97,0.98,Statins at Discharge,5,8
34227,Female,0.93,0.96,0.98,Smoking Cessation Counseling,12,12
34227,Male,1,0.95,0.97,Smoking Cessation Counseling,7,7
34227,Female,0.92,0.94,0.93,Defect Free Care,87,91
34227,Male,0.96,0.94,0.93,Defect Free Care,12,13
34227,Female,0.8,0.38,0.52,Door To Needle Time Within 60 Minutes,7,7
34227,Male,0.88,0.5,0.56,Door To Needle Time Within 60 Minutes,88,101
34227,Female,0.21,0.24,0.34,Door to CT Time Within 25 Minutes (All Strokes),11,11
34227,Male,0.2,0.25,0.35,Door to CT Time Within 25 Minutes (All Strokes),6,7
34227,Female,0.21,0.32,0.38,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,90,90
34227,Male,0.29,0.39,0.4,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,4,4
34271,Female,1,0.86,0.94,rtPA Arrive by 2 hour and Treat by 3 hour,11,15
34271,Male,1,0.94,0.95,rtPA Arrive by 2 hour and Treat by 3 hour,6,8
34271,Female,0.98,0.98,0.98,Early Antithrombotics (2 days),6,7
34271,Male,1,0.99,0.98,Early Antithrombotics (2 days),60,69
34271,Female,0.94,0.95,0.98,VTE Prophylaxis,2,2
34271,Male,0.97,0.96,0.98,VTE Prophylaxis,17,17
34271,Female,1,0.99,0.99,Antithrombotics at discharge,10,13
34271,Male,1,0.99,0.99,Antithrombotics at discharge,6,7
34271,Female,1,0.97,0.97,Anticoagulation for AF at discharge,76,104
34271,Male,1,0.99,0.97,Anticoagulation for AF at discharge,3,13
34271,Female,0.97,0.95,0.97,Statins at Discharge,27,104
34271,Male,0.96,0.96,0.98,Statins at Discharge,1,3
34271,Female,1,0.98,0.98,Smoking Cessation Counseling,7,27
34271,Male,1,0.99,0.97,Smoking Cessation Counseling,7,7
34271,Female,0.89,0.9,0.93,Defect Free Care,5,5
34271,Male,0.95,0.92,0.93,Defect Free Care,15,18
34271,Male,1,0.53,0.56,Door To Needle Time Within 60 Minutes,92,96
34271,Female,0.23,0.38,0.34,Door to CT Time Within 25 Minutes (All Strokes),34,35
34271,Male,0.33,0.38,0.35,Door to CT Time Within 25 Minutes (All Strokes),157,161
34271,Female,0.11,0.38,0.38,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,107,107
34271,Male,0.25,0.48,0.4,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,45,45
35507,Female,1,0.95,0.94,rtPA Arrive by 2 hour and Treat by 3 hour,183,187
35507,Male,1,0.95,0.95,rtPA Arrive by 2 hour and Treat by 3 hour,96,96
35507,Female,0.96,0.97,0.98,Early Antithrombotics (2 days),41,41
35507,Male,1,0.98,0.98,Early Antithrombotics (2 days),166,167
35507,Female,0.99,0.98,0.98,VTE Prophylaxis,7,7
35507,Male,0.99,0.97,0.98,VTE Prophylaxis,3,3
35507,Female,0.98,0.99,0.99,Antithrombotics at discharge,28,31
35507,Male,0.99,0.99,0.99,Antithrombotics at discharge,71,72
35507,Female,0.98,0.97,0.97,Anticoagulation for AF at discharge,32,32
35507,Male,0.98,0.98,0.97,Anticoagulation for AF at discharge,138,141
35507,Female,0.98,0.96,0.97,Statins at Discharge,27,27
35507,Male,0.99,0.98,0.98,Statins at Discharge,8,8
35507,Female,1,0.99,0.98,Smoking Cessation Counseling,27,27
35507,Male,1,0.99,0.97,Smoking Cessation Counseling,105,110
35507,Female,0.94,0.92,0.93,Defect Free Care,46,47
35507,Male,0.99,0.93,0.93,Defect Free Care,183,199
35507,Female,0.76,0.31,0.52,Door To Needle Time Within 60 Minutes,5,9
35507,Male,0.7,0.43,0.56,Door To Needle Time Within 60 Minutes,5,7
35507,Female,0.38,0.3,0.34,Door to CT Time Within 25 Minutes (All Strokes),11,18
35507,Male,0.44,0.34,0.35,Door to CT Time Within 25 Minutes (All Strokes),43,100
35507,Female,0.4,0.29,0.38,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,17,34
35507,Male,0.5,0.32,0.4,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,69,137
37214,Female,0.92,0.96,0.94,rtPA Arrive by 2 hour and Treat by 3 hour,9,27
37214,Male,1,0.97,0.95,rtPA Arrive by 2 hour and Treat by 3 hour,5,15
37214,Female,1,0.98,0.98,Early Antithrombotics (2 days),18,57
37214,Male,0.98,0.97,0.98,Early Antithrombotics (2 days),9,10
37214,Female,0.98,0.97,0.98,VTE Prophylaxis,5,6
37214,Male,0.99,0.97,0.98,VTE Prophylaxis,2,3
37214,Female,1,0.99,0.99,Antithrombotics at discharge,141,145
37214,Male,1,0.99,0.99,Antithrombotics at discharge,4,6
37214,Female,1,0.97,0.97,Anticoagulation for AF at discharge,3,3
37214,Male,1,0.97,0.97,Anticoagulation for AF at discharge,139,164
37214,Female,1,0.98,0.97,Statins at Discharge,4,5
37214,Male,0.99,0.99,0.98,Statins at Discharge,2,3
37214,Female,1,0.97,0.98,Smoking Cessation Counseling,134,139
37214,Male,1,0.98,0.97,Smoking Cessation Counseling,1,1
37214,Female,0.98,0.94,0.93,Defect Free Care,22,23
37214,Male,0.97,0.94,0.93,Defect Free Care,5,5
37214,Female,0.47,0.68,0.52,Door To Needle Time Within 60 Minutes,2,2
37214,Male,0.29,0.66,0.56,Door To Needle Time Within 60 Minutes,116,127
37214,Female,0.38,0.42,0.34,Door to CT Time Within 25 Minutes (All Strokes),1,1
37214,Male,0.25,0.42,0.35,Door to CT Time Within 25 Minutes (All Strokes),1,1
37214,Female,0.48,0.46,0.38,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,28,28
37214,Male,0.54,0.42,0.4,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,4,6
37454,Female,1,0.92,0.94,rtPA Arrive by 2 hour and Treat by 3 hour,1,3
37454,Male,1,0.93,0.95,rtPA Arrive by 2 hour and Treat by 3 hour,125,165
37454,Female,0.98,0.98,0.98,Early Antithrombotics (2 days),2,5
37454,Male,1,0.99,0.98,Early Antithrombotics (2 days),1,2
37454,Female,0.98,0.98,0.98,VTE Prophylaxis,60,135
37454,Male,0.99,0.99,0.98,VTE Prophylaxis,14,42
37454,Female,1,1,0.99,Antithrombotics at discharge,4,4
37454,Male,0.98,1,0.99,Antithrombotics at discharge,10,10
37454,Female,0.94,0.98,0.97,Anticoagulation for AF at discharge,5,5
37454,Male,1,0.96,0.97,Anticoagulation for AF at discharge,19,19
37454,Female,0.99,0.98,0.97,Statins at Discharge,75,76
37454,Male,0.99,0.97,0.98,Statins at Discharge,79,83
37454,Female,0.9,0.96,0.98,Smoking Cessation Counseling,25,26
37454,Male,0.94,0.95,0.97,Smoking Cessation Counseling,98,98
37454,Female,0.95,0.94,0.93,Defect Free Care,97,98
37454,Male,0.95,0.94,0.93,Defect Free Care,25,25
37454,Male,0.36,0.5,0.56,Door To Needle Time Within 60 Minutes,81,82
37454,Female,0.09,0.24,0.34,Door to CT Time Within 25 Minutes (All Strokes),89,89
37454,Male,0.07,0.25,0.35,Door to CT Time Within 25 Minutes (All Strokes),2,2
37454,Female,0.06,0.32,0.38,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,20,21
37454,Male,0.73,0.39,0.4,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,20,21
37474,Female,0.93,0.98,0.98,Early Antithrombotics (2 days),17,18
37474,Male,1,0.99,0.98,Early Antithrombotics (2 days),67,69
37474,Female,1,0.98,0.98,VTE Prophylaxis,62,66
37474,Male,1,0.99,0.98,VTE Prophylaxis,2,2
37474,Female,0.92,1,0.99,Antithrombotics at discharge,8,8
37474,Male,1,1,0.99,Antithrombotics at discharge,6,6
37474,Female,1,0.98,0.97,Anticoagulation for AF at discharge,26,27
37474,Female,1,0.98,0.97,Statins at Discharge,94,98
37474,Male,1,0.97,0.98,Statins at Discharge,88,98
37474,Female,1,0.96,0.98,Smoking Cessation Counseling,2,4
37474,Male,1,0.95,0.97,Smoking Cessation Counseling,9,11
37474,Female,0.93,0.94,0.93,Defect Free Care,3,5
37474,Male,1,0.94,0.93,Defect Free Care,7,19
37474,Female,0.08,0.24,0.34,Door to CT Time Within 25 Minutes (All Strokes),26,69
37475,Female,0.75,0.92,0.94,rtPA Arrive by 2 hour and Treat by 3 hour,19,56
37475,Female,1,0.98,0.98,Early Antithrombotics (2 days),4,5
37475,Male,0.98,0.99,0.98,Early Antithrombotics (2 days),11,34
37475,Female,1,0.98,0.98,VTE Prophylaxis,5,22
37475,Male,0.96,0.99,0.98,VTE Prophylaxis,10,10
37475,Female,1,1,0.99,Antithrombotics at discharge,3,3
37475,Male,1,1,0.99,Antithrombotics at discharge,1,1
37475,Female,1,0.98,0.97,Anticoagulation for AF at discharge,79,79
37475,Male,1,0.96,0.97,Anticoagulation for AF at discharge,4,4
37475,Female,0.97,0.98,0.97,Statins at Discharge,1,1
37475,Male,1,0.97,0.98,Statins at Discharge,87,87
37475,Female,1,0.96,0.98,Smoking Cessation Counseling,3,3
37475,Male,1,0.95,0.97,Smoking Cessation Counseling,1,1
37475,Female,0.96,0.94,0.93,Defect Free Care,82,82
37475,Male,0.96,0.94,0.93,Defect Free Care,1,1
37475,Female,0.04,0.24,0.34,Door to CT Time Within 25 Minutes (All Strokes),18,19
37475,Male,0.13,0.25,0.35,Door to CT Time Within 25 Minutes (All Strokes),2,2
37475,Female,0.63,0.32,0.38,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,1,1
37475,Male,0.17,0.39,0.4,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,67,68
37476,Female,1,0.98,0.98,Early Antithrombotics (2 days),1,1
37476,Male,1,0.99,0.98,Early Antithrombotics (2 days),5,5
37476,Female,0.98,0.98,0.98,VTE Prophylaxis,4,4
37476,Male,1,0.99,0.98,VTE Prophylaxis,1,1
37476,Female,1,1,0.99,Antithrombotics at discharge,91,93
37476,Male,1,1,0.99,Antithrombotics at discharge,2,11
37476,Female,1,0.98,0.97,Anticoagulation for AF at discharge,13,14
37476,Male,0.83,0.96,0.97,Anticoagulation for AF at discharge,11,40
37476,Female,0.93,0.98,0.97,Statins at Discharge,2,2
37476,Male,0.93,0.97,0.98,Statins at Discharge,6,8
37476,Female,1,0.96,0.98,Smoking Cessation Counseling,40,41
37476,Male,1,0.95,0.97,Smoking Cessation Counseling,1,1
37476,Female,0.94,0.94,0.93,Defect Free Care,62,62
37476,Male,0.91,0.94,0.93,Defect Free Care,43,44
37476,Female,0.04,0.24,0.34,Door to CT Time Within 25 Minutes (All Strokes),2,2
37476,Male,0.03,0.25,0.35,Door to CT Time Within 25 Minutes (All Strokes),80,83
37494,Female,0.97,0.92,0.94,rtPA Arrive by 2 hour and Treat by 3 hour,41,44
37494,Male,0.98,0.93,0.95,rtPA Arrive by 2 hour and Treat by 3 hour,2,2
37494,Female,0.99,0.98,0.98,Early Antithrombotics (2 days),75,80
37494,Male,0.98,0.99,0.98,Early Antithrombotics (2 days),2,2
37494,Female,1,0.98,0.98,VTE Prophylaxis,12,12
37494,Male,1,0.99,0.98,VTE Prophylaxis,30,36
37494,Female,1,1,0.99,Antithrombotics at discharge,1,1
37494,Male,1,1,0.99,Antithrombotics at discharge,49,55
37494,Female,1,0.98,0.97,Anticoagulation for AF at discharge,7,8
37494,Male,1,0.96,0.97,Anticoagulation for AF at discharge,2,2
37494,Female,1,0.98,0.97,Statins at Discharge,19,19
37494,Male,1,0.97,0.98,Statins at Discharge,36,46
37494,Female,0.94,0.96,0.98,Smoking Cessation Counseling,2,2
37494,Male,0.89,0.95,0.97,Smoking Cessation Counseling,77,84
37494,Female,0.98,0.94,0.93,Defect Free Care,2,3
37494,Male,0.96,0.94,0.93,Defect Free Care,3,9
37494,Female,0.4,0.38,0.52,Door To Needle Time Within 60 Minutes,4,36
37494,Male,0.54,0.5,0.56,Door To Needle Time Within 60 Minutes,16,53
37494,Female,0.28,0.24,0.34,Door to CT Time Within 25 Minutes (All Strokes),4,8
37494,Male,0.26,0.25,0.35,Door to CT Time Within 25 Minutes (All Strokes),1,1
37494,Female,0.38,0.32,0.38,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,11,24
37494,Male,0.45,0.39,0.4,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,4,4
37495,Female,1,0.92,0.94,rtPA Arrive by 2 hour and Treat by 3 hour,3,3
37495,Male,1,0.93,0.95,rtPA Arrive by 2 hour and Treat by 3 hour,19,20
37495,Female,0.97,0.98,0.98,Early Antithrombotics (2 days),62,62
37495,Male,0.97,0.99,0.98,Early Antithrombotics (2 days),8,8
37495,Female,1,0.98,0.98,VTE Prophylaxis,89,90
37495,Male,1,0.99,0.98,VTE Prophylaxis,74,74
37495,Female,0.98,1,0.99,Antithrombotics at discharge,12,12
37495,Male,1,1,0.99,Antithrombotics at discharge,125,125
37495,Female,1,0.98,0.97,Anticoagulation for AF at discharge,69,69
37495,Male,1,0.96,0.97,Anticoagulation for AF at discharge,10,10
37495,Female,1,0.98,0.97,Statins at Discharge,112,112
37495,Male,1,0.97,0.98,Statins at Discharge,9,9
37495,Female,1,0.96,0.98,Smoking Cessation Counseling,18,19
37495,Male,0.89,0.95,0.97,Smoking Cessation Counseling,57,57
37495,Female,0.96,0.94,0.93,Defect Free Care,10,10
37495,Male,0.94,0.94,0.93,Defect Free Care,94,95
37495,Female,0.33,0.38,0.52,Door To Needle Time Within 60 Minutes,14,14
37495,Female,0.03,0.24,0.34,Door to CT Time Within 25 Minutes (All Strokes),16,16
37495,Male,0.04,0.25,0.35,Door to CT Time Within 25 Minutes (All Strokes),74,74
37495,Female,0.21,0.32,0.38,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,12,12
37495,Male,0.3,0.39,0.4,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,122,126
37496,Female,1,0.92,0.94,rtPA Arrive by 2 hour and Treat by 3 hour,2,6
37496,Male,1,0.93,0.95,rtPA Arrive by 2 hour and Treat by 3 hour,3,4
37496,Female,1,0.98,0.98,Early Antithrombotics (2 days),22,24
37496,Male,1,0.99,0.98,Early Antithrombotics (2 days),21,71
37496,Female,1,0.98,0.98,VTE Prophylaxis,5,11
37496,Male,0.97,0.99,0.98,VTE Prophylaxis,47,117
37496,Female,1,1,0.99,Antithrombotics at discharge,6,20
37496,Male,1,1,0.99,Antithrombotics at discharge,4,6
37496,Female,1,0.98,0.97,Anticoagulation for AF at discharge,23,53
37496,Male,1,0.96,0.97,Anticoagulation for AF at discharge,3,3
37496,Female,0.96,0.98,0.97,Statins at Discharge,17,17
37496,Male,0.95,0.97,0.98,Statins at Discharge,24,24
37496,Female,1,0.96,0.98,Smoking Cessation Counseling,9,10
37496,Male,1,0.95,0.97,Smoking Cessation Counseling,149,159
37496,Female,0.97,0.94,0.93,Defect Free Care,25,28
37496,Male,0.94,0.94,0.93,Defect Free Care,11,11
37496,Female,0.5,0.38,0.52,Door To Needle Time Within 60 Minutes,177,187
37496,Male,1,0.5,0.56,Door To Needle Time Within 60 Minutes,26,26
37496,Female,0.19,0.24,0.34,Door to CT Time Within 25 Minutes (All Strokes),8,8
37496,Male,0.34,0.25,0.35,Door to CT Time Within 25 Minutes (All Strokes),168,169
37496,Female,0.67,0.32,0.38,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,3,3
37496,Male,0.6,0.39,0.4,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,22,23
37556,Male,1,0.95,0.95,rtPA Arrive by 2 hour and Treat by 3 hour,21,23
37556,Female,0.95,0.97,0.98,Early Antithrombotics (2 days),5,5
37556,Male,0.97,0.98,0.98,Early Antithrombotics (2 days),128,131
37556,Female,0.95,0.98,0.98,VTE Prophylaxis,4,4
37556,Male,0.95,0.97,0.98,VTE Prophylaxis,2,2
37556,Female,0.98,0.99,0.99,Antithrombotics at discharge,30,30
37556,Male,0.95,0.99,0.99,Antithrombotics at discharge,24,28
37556,Female,1,0.97,0.97,Anticoagulation for AF at discharge,10,11
37556,Male,1,0.98,0.97,Anticoagulation for AF at discharge,166,188
37556,Female,0.97,0.96,0.97,Statins at Discharge,3,4
37556,Male,0.96,0.98,0.98,Statins at Discharge,10,20
37556,Female,1,0.99,0.98,Smoking Cessation Counseling,6,27
37556,Male,1,0.99,0.97,Smoking Cessation Counseling,2,10
37556,Female,0.86,0.92,0.93,Defect Free Care,44,178
37556,Male,0.9,0.93,0.93,Defect Free Care,4,4
37556,Male,0.5,0.43,0.56,Door To Needle Time Within 60 Minutes,20,50
37556,Female,0.2,0.3,0.34,Door to CT Time Within 25 Minutes (All Strokes),3,3
37556,Male,0.22,0.34,0.35,Door to CT Time Within 25 Minutes (All Strokes),31,31
37556,Male,0.22,0.32,0.4,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,2,2
37818,Female,0.89,0.68,0.68,rtPA Arrive by 2 hour and Treat by 3 hour,10,10
37818,Male,1,0.66,0.66,rtPA Arrive by 2 hour and Treat by 3 hour,128,130
37818,Female,0.83,0.83,0.83,Early Antithrombotics (2 days),2,2
37818,Male,0.88,0.86,0.86,Early Antithrombotics (2 days),13,13
37818,Female,0.89,0.79,0.79,VTE Prophylaxis,176,178
37818,Male,0.9,0.79,0.79,VTE Prophylaxis,2,2
37818,Female,0.96,0.93,0.93,Antithrombotics at discharge,10,10
37818,Male,0.96,0.93,0.93,Antithrombotics at discharge,123,123
37818,Female,1,0.9,0.9,Anticoagulation for AF at discharge,2,2
37818,Male,0.94,0.94,0.94,Anticoagulation for AF at discharge,17,17
