Hospital_ID,race, Percent_Hospital , Percent_Region , Percent_State ,outcome,num_N,deno_N
20908,FL_Hispanic,0.92,0.98,0.98,VTE Prophylaxis,12,13
20908,White,0.96,0.97,0.97,VTE Prophylaxis,201,209
20908,Black,1,0.99,0.99,Antithrombotics at discharge,41,41
20908,FL_Hispanic,0.92,0.99,0.99,Antithrombotics at discharge,12,13
20908,White,0.98,0.99,0.99,Antithrombotics at discharge,176,180
20908,Black,1,0.98,0.97,Anticoagulation for AF at discharge,5,5
20908,FL_Hispanic,1,0.97,0.98,Anticoagulation for AF at discharge,1,1
20908,White,1,0.97,0.97,Anticoagulation for AF at discharge,37,37
20908,Black,0.97,0.99,0.98,Statins at Discharge,32,33
20908,FL_Hispanic,1,0.98,0.98,Statins at Discharge,12,12
20908,White,0.97,0.98,0.97,Statins at Discharge,130,134
20908,Black,1,0.97,0.97,Smoking Cessation Counseling,7,7
20908,FL_Hispanic,1,0.95,0.97,Smoking Cessation Counseling,1,1
20908,White,1,0.99,0.98,Smoking Cessation Counseling,14,14
20908,Black,0.89,0.94,0.94,Defect Free Care,41,46
20908,FL_Hispanic,0.85,0.93,0.94,Defect Free Care,11,13
20908,White,0.92,0.94,0.93,Defect Free Care,193,209
20908,Black,0.33,0.54,0.46,Door To Needle Time Within 60 Minutes,1,3
20908,White,0.43,0.66,0.52,Door To Needle Time Within 60 Minutes,13,30
20908,Black,0.29,0.32,0.28,Door to CT Time Within 25 Minutes (All Strokes),13,45
20908,FL_Hispanic,0.36,0.43,0.36,Door to CT Time Within 25 Minutes (All Strokes),5,14
20908,White,0.44,0.45,0.36,Door to CT Time Within 25 Minutes (All Strokes),99,225
20908,Black,0.21,0.47,0.42,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,3,14
20908,FL_Hispanic,0.17,0.44,0.43,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,1,6
20908,White,0.35,0.43,0.37,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,29,83
22282,Black,0.92,0.98,0.96,rtPA Arrive by 2 hour and Treat by 3 hour,11,12
22282,FL_Hispanic,0.94,0.97,0.97,rtPA Arrive by 2 hour and Treat by 3 hour,17,18
22282,White,1,0.96,0.94,rtPA Arrive by 2 hour and Treat by 3 hour,6,6
22282,Black,0.88,0.97,0.98,Early Antithrombotics (2 days),49,56
22282,FL_Hispanic,0.89,0.97,0.97,Early Antithrombotics (2 days),49,55
22282,White,0.9,0.98,0.98,Early Antithrombotics (2 days),28,31
22282,Black,0.97,0.98,0.98,VTE Prophylaxis,74,76
22282,FL_Hispanic,0.99,0.98,0.98,VTE Prophylaxis,78,79
22282,White,0.98,0.97,0.97,VTE Prophylaxis,43,44
22282,Black,1,0.99,0.99,Antithrombotics at discharge,68,68
22282,FL_Hispanic,1,0.99,0.99,Antithrombotics at discharge,70,70
22282,White,1,0.99,0.99,Antithrombotics at discharge,38,38
22282,Black,1,0.98,0.97,Anticoagulation for AF at discharge,5,5
22282,FL_Hispanic,0.89,0.97,0.98,Anticoagulation for AF at discharge,8,9
22282,White,1,0.97,0.97,Anticoagulation for AF at discharge,8,8
22282,Black,1,0.99,0.98,Statins at Discharge,45,45
22282,FL_Hispanic,0.98,0.98,0.98,Statins at Discharge,48,49
22282,White,0.96,0.98,0.97,Statins at Discharge,24,25
22282,Black,0.86,0.97,0.97,Smoking Cessation Counseling,12,14
22282,FL_Hispanic,0.88,0.95,0.97,Smoking Cessation Counseling,14,16
22282,White,0.88,0.99,0.98,Smoking Cessation Counseling,7,8
22282,Black,0.86,0.94,0.94,Defect Free Care,65,76
22282,FL_Hispanic,0.87,0.93,0.94,Defect Free Care,69,79
22282,White,0.89,0.94,0.93,Defect Free Care,39,44
22282,Black,0.47,0.54,0.46,Door To Needle Time Within 60 Minutes,8,17
22282,FL_Hispanic,0.48,0.76,0.68,Door To Needle Time Within 60 Minutes,10,21
22282,White,0.33,0.66,0.52,Door To Needle Time Within 60 Minutes,3,9
22282,Black,0.26,0.32,0.28,Door to CT Time Within 25 Minutes (All Strokes),18,68
22282,FL_Hispanic,0.32,0.43,0.36,Door to CT Time Within 25 Minutes (All Strokes),23,71
22282,White,0.38,0.45,0.36,Door to CT Time Within 25 Minutes (All Strokes),11,29
22282,Black,0.65,0.47,0.42,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,17,26
22282,FL_Hispanic,0.84,0.44,0.43,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,21,25
22282,White,1,0.43,0.37,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,9,9
22865,Black,1,0.9,0.96,rtPA Arrive by 2 hour and Treat by 3 hour,2,2
22865,FL_Hispanic,1,0.97,0.97,rtPA Arrive by 2 hour and Treat by 3 hour,2,2
22865,White,0.93,0.92,0.94,rtPA Arrive by 2 hour and Treat by 3 hour,26,28
22865,Black,0.97,0.98,0.98,Early Antithrombotics (2 days),29,30
22865,FL_Hispanic,1,0.98,0.97,Early Antithrombotics (2 days),17,17
22865,White,0.99,0.98,0.98,Early Antithrombotics (2 days),244,247
22865,Black,1,0.99,0.98,VTE Prophylaxis,31,31
22865,FL_Hispanic,1,0.99,0.98,VTE Prophylaxis,22,22
22865,White,0.96,0.98,0.97,VTE Prophylaxis,294,305
22865,Black,1,1,0.99,Antithrombotics at discharge,29,29
22865,FL_Hispanic,0.95,0.99,0.99,Antithrombotics at discharge,19,20
22865,White,0.98,1,0.99,Antithrombotics at discharge,256,261
22865,Black,1,0.94,0.97,Anticoagulation for AF at discharge,5,5
22865,FL_Hispanic,1,1,0.98,Anticoagulation for AF at discharge,4,4
22865,White,0.96,0.97,0.97,Anticoagulation for AF at discharge,55,57
22865,Black,1,0.99,0.98,Statins at Discharge,28,28
22865,FL_Hispanic,0.86,0.98,0.98,Statins at Discharge,12,14
22865,White,0.92,0.97,0.97,Statins at Discharge,184,199
22865,Black,1,0.94,0.97,Smoking Cessation Counseling,5,5
22865,FL_Hispanic,1,1,0.97,Smoking Cessation Counseling,1,1
22865,White,0.95,0.95,0.98,Smoking Cessation Counseling,52,55
22865,Black,0.97,0.94,0.94,Defect Free Care,33,34
22865,FL_Hispanic,0.92,0.96,0.94,Defect Free Care,22,24
22865,White,0.9,0.94,0.93,Defect Free Care,282,314
22865,Black,0.33,0.47,0.46,Door To Needle Time Within 60 Minutes,1,3
22865,FL_Hispanic,0.5,0.43,0.68,Door To Needle Time Within 60 Minutes,1,2
22865,White,0.38,0.44,0.52,Door To Needle Time Within 60 Minutes,11,29
22865,Black,0.36,0.22,0.28,Door to CT Time Within 25 Minutes (All Strokes),10,28
22865,FL_Hispanic,0.29,0.2,0.36,Door to CT Time Within 25 Minutes (All Strokes),5,17
22865,White,0.4,0.26,0.36,Door to CT Time Within 25 Minutes (All Strokes),104,259
22865,Black,0.5,0.37,0.42,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,3,6
22865,FL_Hispanic,0.5,0.44,0.43,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,3,6
22865,White,0.32,0.34,0.37,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,31,97
25382,Black,0.86,0.9,0.96,rtPA Arrive by 2 hour and Treat by 3 hour,6,7
25382,White,0.9,0.92,0.94,rtPA Arrive by 2 hour and Treat by 3 hour,19,21
25382,Black,1,0.98,0.98,Early Antithrombotics (2 days),38,38
25382,FL_Hispanic,1,0.98,0.97,Early Antithrombotics (2 days),2,2
25382,White,0.96,0.98,0.98,Early Antithrombotics (2 days),173,180
25382,Black,0.96,0.99,0.98,VTE Prophylaxis,43,45
25382,FL_Hispanic,1,0.99,0.98,VTE Prophylaxis,2,2
25382,White,0.94,0.98,0.97,VTE Prophylaxis,197,209
25382,Black,1,1,0.99,Antithrombotics at discharge,41,41
25382,FL_Hispanic,1,0.99,0.99,Antithrombotics at discharge,2,2
25382,White,1,1,0.99,Antithrombotics at discharge,182,182
25382,White,0.94,0.97,0.97,Anticoagulation for AF at discharge,34,36
25382,Black,1,0.99,0.98,Statins at Discharge,30,30
25382,FL_Hispanic,1,0.98,0.98,Statins at Discharge,1,1
25382,White,0.94,0.97,0.97,Statins at Discharge,129,137
25382,Black,1,0.94,0.97,Smoking Cessation Counseling,9,9
25382,White,0.97,0.95,0.98,Smoking Cessation Counseling,32,33
25382,Black,0.93,0.94,0.94,Defect Free Care,42,45
25382,FL_Hispanic,1,0.96,0.94,Defect Free Care,2,2
25382,White,0.87,0.94,0.93,Defect Free Care,181,209
25382,Black,0.43,0.47,0.46,Door To Needle Time Within 60 Minutes,3,7
25382,White,0.36,0.44,0.52,Door To Needle Time Within 60 Minutes,9,25
25382,Black,0.34,0.22,0.28,Door to CT Time Within 25 Minutes (All Strokes),15,44
25382,White,0.3,0.26,0.36,Door to CT Time Within 25 Minutes (All Strokes),63,207
25382,Black,0.41,0.37,0.42,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,7,17
25382,White,0.35,0.34,0.37,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,25,72
27785,Black,1,0.9,0.96,rtPA Arrive by 2 hour and Treat by 3 hour,1,1
27785,White,1,0.92,0.94,rtPA Arrive by 2 hour and Treat by 3 hour,9,9
27785,Black,0.92,0.98,0.98,Early Antithrombotics (2 days),12,13
27785,FL_Hispanic,1,0.98,0.97,Early Antithrombotics (2 days),2,2
27785,White,1,0.98,0.98,Early Antithrombotics (2 days),147,147
27785,Black,0.93,0.99,0.98,VTE Prophylaxis,14,15
27785,FL_Hispanic,1,0.99,0.98,VTE Prophylaxis,2,2
27785,White,0.98,0.98,0.97,VTE Prophylaxis,154,157
27785,Black,1,1,0.99,Antithrombotics at discharge,13,13
27785,FL_Hispanic,1,0.99,0.99,Antithrombotics at discharge,2,2
27785,White,1,1,0.99,Antithrombotics at discharge,147,147
27785,Black,0.67,0.94,0.97,Anticoagulation for AF at discharge,2,3
27785,FL_Hispanic,1,1,0.98,Anticoagulation for AF at discharge,1,1
27785,White,0.97,0.97,0.97,Anticoagulation for AF at discharge,33,34
27785,Black,0.91,0.99,0.98,Statins at Discharge,10,11
27785,FL_Hispanic,1,0.98,0.98,Statins at Discharge,1,1
27785,White,0.99,0.97,0.97,Statins at Discharge,104,105
27785,Black,1,0.94,0.97,Smoking Cessation Counseling,2,2
27785,White,1,0.95,0.98,Smoking Cessation Counseling,20,20
27785,Black,0.73,0.94,0.94,Defect Free Care,11,15
27785,FL_Hispanic,1,0.96,0.94,Defect Free Care,2,2
27785,White,0.97,0.94,0.93,Defect Free Care,157,162
27785,Black,1,0.47,0.46,Door To Needle Time Within 60 Minutes,1,1
27785,White,0.5,0.44,0.52,Door To Needle Time Within 60 Minutes,7,14
27785,Black,0.13,0.22,0.28,Door to CT Time Within 25 Minutes (All Strokes),2,15
27785,White,0.23,0.26,0.36,Door to CT Time Within 25 Minutes (All Strokes),31,133
27785,Black,1,0.37,0.42,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,1,1
27785,White,0.34,0.34,0.37,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,13,38
29944,Black,1,1,0.96,rtPA Arrive by 2 hour and Treat by 3 hour,1,1
29944,White,0.63,0.89,0.94,rtPA Arrive by 2 hour and Treat by 3 hour,5,8
29944,Black,1,0.99,0.98,Early Antithrombotics (2 days),12,12
29944,FL_Hispanic,1,1,0.97,Early Antithrombotics (2 days),7,7
29944,White,0.96,0.98,0.98,Early Antithrombotics (2 days),87,91
29944,Black,0.92,0.96,0.98,VTE Prophylaxis,12,13
29944,FL_Hispanic,1,1,0.98,VTE Prophylaxis,7,7
29944,White,0.87,0.95,0.97,VTE Prophylaxis,88,101
29944,Black,1,0.98,0.99,Antithrombotics at discharge,11,11
29944,FL_Hispanic,0.86,0.95,0.99,Antithrombotics at discharge,6,7
29944,White,1,0.99,0.99,Antithrombotics at discharge,90,90
29944,FL_Hispanic,1,1,0.98,Anticoagulation for AF at discharge,4,4
29944,White,0.73,0.98,0.97,Anticoagulation for AF at discharge,11,15
29944,Black,0.75,0.95,0.98,Statins at Discharge,6,8
29944,FL_Hispanic,0.86,0.94,0.98,Statins at Discharge,6,7
29944,White,0.87,0.95,0.97,Statins at Discharge,60,69
29944,Black,1,0.96,0.97,Smoking Cessation Counseling,2,2
29944,White,1,0.99,0.98,Smoking Cessation Counseling,17,17
29944,Black,0.77,0.91,0.94,Defect Free Care,10,13
29944,FL_Hispanic,0.86,0.96,0.94,Defect Free Care,6,7
29944,White,0.73,0.91,0.93,Defect Free Care,76,104
29944,Black,0.23,0.32,0.28,Door to CT Time Within 25 Minutes (All Strokes),3,13
29944,White,0.26,0.4,0.36,Door to CT Time Within 25 Minutes (All Strokes),27,104
29944,Black,0.33,0.45,0.42,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,1,3
29944,White,0.26,0.42,0.37,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,7,27
29984,Black,1,0.9,0.96,rtPA Arrive by 2 hour and Treat by 3 hour,7,7
29984,FL_Hispanic,1,0.97,0.97,rtPA Arrive by 2 hour and Treat by 3 hour,5,5
29984,White,0.83,0.92,0.94,rtPA Arrive by 2 hour and Treat by 3 hour,15,18
29984,Black,0.96,0.98,0.98,Early Antithrombotics (2 days),92,96
29984,FL_Hispanic,0.97,0.98,0.97,Early Antithrombotics (2 days),34,35
29984,White,0.98,0.98,0.98,Early Antithrombotics (2 days),157,161
29984,Black,1,0.99,0.98,VTE Prophylaxis,107,107
29984,FL_Hispanic,1,0.99,0.98,VTE Prophylaxis,45,45
29984,White,0.98,0.98,0.97,VTE Prophylaxis,183,187
29984,Black,1,1,0.99,Antithrombotics at discharge,96,96
29984,FL_Hispanic,1,0.99,0.99,Antithrombotics at discharge,41,41
29984,White,0.99,1,0.99,Antithrombotics at discharge,166,167
29984,Black,1,0.94,0.97,Anticoagulation for AF at discharge,7,7
29984,FL_Hispanic,1,1,0.98,Anticoagulation for AF at discharge,3,3
29984,White,0.9,0.97,0.97,Anticoagulation for AF at discharge,28,31
29984,Black,0.99,0.99,0.98,Statins at Discharge,71,72
29984,FL_Hispanic,1,0.98,0.98,Statins at Discharge,32,32
29984,White,0.98,0.97,0.97,Statins at Discharge,138,141
29984,Black,1,0.94,0.97,Smoking Cessation Counseling,27,27
29984,FL_Hispanic,1,1,0.97,Smoking Cessation Counseling,8,8
29984,White,1,0.95,0.98,Smoking Cessation Counseling,27,27
29984,Black,0.95,0.94,0.94,Defect Free Care,105,110
29984,FL_Hispanic,0.98,0.96,0.94,Defect Free Care,46,47
29984,White,0.92,0.94,0.93,Defect Free Care,183,199
29984,Black,0.56,0.47,0.46,Door To Needle Time Within 60 Minutes,5,9
29984,FL_Hispanic,0.71,0.43,0.68,Door To Needle Time Within 60 Minutes,5,7
29984,White,0.61,0.44,0.52,Door To Needle Time Within 60 Minutes,11,18
29984,Black,0.43,0.22,0.28,Door to CT Time Within 25 Minutes (All Strokes),43,100
29984,FL_Hispanic,0.5,0.2,0.36,Door to CT Time Within 25 Minutes (All Strokes),17,34
29984,White,0.5,0.26,0.36,Door to CT Time Within 25 Minutes (All Strokes),69,137
29984,Black,0.33,0.37,0.42,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,9,27
29984,FL_Hispanic,0.33,0.44,0.43,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,5,15
29984,White,0.32,0.34,0.37,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,18,57
31167,White,0.9,0.94,0.94,rtPA Arrive by 2 hour and Treat by 3 hour,9,10
31167,Black,0.83,0.97,0.98,Early Antithrombotics (2 days),5,6
31167,FL_Hispanic,0.67,0.97,0.97,Early Antithrombotics (2 days),2,3
31167,White,0.97,0.97,0.98,Early Antithrombotics (2 days),141,145
31167,Black,0.67,0.98,0.98,VTE Prophylaxis,4,6
31167,FL_Hispanic,1,0.99,0.98,VTE Prophylaxis,3,3
31167,White,0.85,0.98,0.97,VTE Prophylaxis,139,164
31167,Black,0.8,0.99,0.99,Antithrombotics at discharge,4,5
31167,FL_Hispanic,0.67,0.98,0.99,Antithrombotics at discharge,2,3
31167,White,0.96,0.99,0.99,Antithrombotics at discharge,134,139
31167,Black,1,0.95,0.97,Anticoagulation for AF at discharge,1,1
31167,White,0.96,0.97,0.97,Anticoagulation for AF at discharge,22,23
31167,Black,1,0.96,0.98,Statins at Discharge,5,5
31167,FL_Hispanic,1,0.96,0.98,Statins at Discharge,2,2
31167,White,0.91,0.97,0.97,Statins at Discharge,116,127
31167,Black,1,0.99,0.97,Smoking Cessation Counseling,1,1
31167,FL_Hispanic,1,1,0.97,Smoking Cessation Counseling,1,1
31167,White,1,0.99,0.98,Smoking Cessation Counseling,28,28
31167,Black,0.67,0.93,0.94,Defect Free Care,4,6
31167,FL_Hispanic,0.33,0.92,0.94,Defect Free Care,1,3
31167,White,0.76,0.93,0.93,Defect Free Care,125,165
31167,Black,0.4,0.22,0.28,Door to CT Time Within 25 Minutes (All Strokes),2,5
31167,FL_Hispanic,0.5,0.22,0.36,Door to CT Time Within 25 Minutes (All Strokes),1,2
31167,White,0.44,0.34,0.36,Door to CT Time Within 25 Minutes (All Strokes),60,135
31167,White,0.33,0.31,0.37,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,14,42
31190,Black,1,0.98,0.96,rtPA Arrive by 2 hour and Treat by 3 hour,4,4
31190,FL_Hispanic,1,0.97,0.97,rtPA Arrive by 2 hour and Treat by 3 hour,10,10
31190,White,1,0.96,0.94,rtPA Arrive by 2 hour and Treat by 3 hour,5,5
31190,Black,1,0.97,0.98,Early Antithrombotics (2 days),19,19
31190,FL_Hispanic,0.99,0.97,0.97,Early Antithrombotics (2 days),75,76
31190,White,0.95,0.98,0.98,Early Antithrombotics (2 days),79,83
31190,Black,0.96,0.98,0.98,VTE Prophylaxis,25,26
31190,FL_Hispanic,1,0.98,0.98,VTE Prophylaxis,98,98
31190,White,0.99,0.97,0.97,VTE Prophylaxis,97,98
31190,Black,1,0.99,0.99,Antithrombotics at discharge,25,25
31190,FL_Hispanic,0.99,0.99,0.99,Antithrombotics at discharge,81,82
31190,White,1,0.99,0.99,Antithrombotics at discharge,89,89
31190,Black,1,0.98,0.97,Anticoagulation for AF at discharge,2,2
31190,FL_Hispanic,0.95,0.97,0.98,Anticoagulation for AF at discharge,20,21
31190,White,0.95,0.97,0.97,Anticoagulation for AF at discharge,20,21
31190,Black,0.94,0.99,0.98,Statins at Discharge,17,18
31190,FL_Hispanic,0.97,0.98,0.98,Statins at Discharge,67,69
31190,White,0.94,0.98,0.97,Statins at Discharge,62,66
31190,Black,1,0.97,0.97,Smoking Cessation Counseling,2,2
31190,FL_Hispanic,1,0.95,0.97,Smoking Cessation Counseling,8,8
31190,White,1,0.99,0.98,Smoking Cessation Counseling,6,6
31190,Black,0.96,0.94,0.94,Defect Free Care,26,27
31190,FL_Hispanic,0.96,0.93,0.94,Defect Free Care,94,98
31190,White,0.9,0.94,0.93,Defect Free Care,88,98
31190,Black,0.5,0.54,0.46,Door To Needle Time Within 60 Minutes,2,4
31190,FL_Hispanic,0.82,0.76,0.68,Door To Needle Time Within 60 Minutes,9,11
31190,White,0.6,0.66,0.52,Door To Needle Time Within 60 Minutes,3,5
31190,Black,0.37,0.32,0.28,Door to CT Time Within 25 Minutes (All Strokes),7,19
31190,FL_Hispanic,0.38,0.43,0.36,Door to CT Time Within 25 Minutes (All Strokes),26,69
31190,White,0.34,0.45,0.36,Door to CT Time Within 25 Minutes (All Strokes),19,56
31190,Black,0.8,0.47,0.42,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,4,5
31190,FL_Hispanic,0.32,0.44,0.43,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,11,34
31190,White,0.23,0.43,0.37,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,5,22
31193,White,1,0.94,0.94,rtPA Arrive by 2 hour and Treat by 3 hour,10,10
31193,Black,1,0.97,0.98,Early Antithrombotics (2 days),3,3
31193,FL_Hispanic,1,0.97,0.97,Early Antithrombotics (2 days),1,1
31193,White,1,0.97,0.98,Early Antithrombotics (2 days),79,79
31193,Black,1,0.98,0.98,VTE Prophylaxis,4,4
31193,FL_Hispanic,1,0.99,0.98,VTE Prophylaxis,1,1
31193,White,1,0.98,0.97,VTE Prophylaxis,87,87
31193,Black,1,0.99,0.99,Antithrombotics at discharge,3,3
31193,FL_Hispanic,1,0.98,0.99,Antithrombotics at discharge,1,1
31193,White,1,0.99,0.99,Antithrombotics at discharge,82,82
31193,Black,1,0.95,0.97,Anticoagulation for AF at discharge,1,1
31193,White,0.95,0.97,0.97,Anticoagulation for AF at discharge,18,19
31193,Black,1,0.96,0.98,Statins at Discharge,2,2
31193,FL_Hispanic,1,0.96,0.98,Statins at Discharge,1,1
31193,White,0.99,0.97,0.97,Statins at Discharge,67,68
31193,Black,1,0.99,0.97,Smoking Cessation Counseling,1,1
31193,White,1,0.99,0.98,Smoking Cessation Counseling,5,5
31193,Black,1,0.93,0.94,Defect Free Care,4,4
31193,FL_Hispanic,1,0.92,0.94,Defect Free Care,1,1
31193,White,0.98,0.93,0.93,Defect Free Care,91,93
31193,White,0.18,0.39,0.52,Door To Needle Time Within 60 Minutes,2,11
31193,White,0.93,0.34,0.36,Door to CT Time Within 25 Minutes (All Strokes),13,14
31193,White,0.28,0.31,0.37,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,11,40
31228,Black,1,1,0.96,rtPA Arrive by 2 hour and Treat by 3 hour,2,2
31228,White,0.75,0.89,0.94,rtPA Arrive by 2 hour and Treat by 3 hour,6,8
31228,Black,0.98,0.99,0.98,Early Antithrombotics (2 days),40,41
31228,FL_Hispanic,1,1,0.97,Early Antithrombotics (2 days),1,1
31228,White,1,0.98,0.98,Early Antithrombotics (2 days),62,62
31228,Black,0.98,0.96,0.98,VTE Prophylaxis,43,44
31228,FL_Hispanic,1,1,0.98,VTE Prophylaxis,2,2
31228,White,0.96,0.95,0.97,VTE Prophylaxis,80,83
31228,Black,0.93,0.98,0.99,Antithrombotics at discharge,41,44
31228,FL_Hispanic,1,0.95,0.99,Antithrombotics at discharge,2,2
31228,White,0.94,0.99,0.99,Antithrombotics at discharge,75,80
31228,Black,1,1,0.97,Anticoagulation for AF at discharge,2,2
31228,White,1,0.98,0.97,Anticoagulation for AF at discharge,12,12
31228,Black,0.83,0.95,0.98,Statins at Discharge,30,36
31228,FL_Hispanic,1,0.94,0.98,Statins at Discharge,1,1
31228,White,0.89,0.95,0.97,Statins at Discharge,49,55
31228,Black,0.88,0.96,0.97,Smoking Cessation Counseling,7,8
31228,FL_Hispanic,1,1,0.97,Smoking Cessation Counseling,2,2
31228,White,1,0.99,0.98,Smoking Cessation Counseling,19,19
31228,Black,0.78,0.91,0.94,Defect Free Care,36,46
31228,FL_Hispanic,1,0.96,0.94,Defect Free Care,2,2
31228,White,0.92,0.91,0.93,Defect Free Care,77,84
31228,Black,0.67,0.42,0.46,Door To Needle Time Within 60 Minutes,2,3
31228,White,0.33,0.49,0.52,Door To Needle Time Within 60 Minutes,3,9
31228,Black,0.11,0.32,0.28,Door to CT Time Within 25 Minutes (All Strokes),4,36
31228,White,0.3,0.4,0.36,Door to CT Time Within 25 Minutes (All Strokes),16,53
31228,Black,0.5,0.45,0.42,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,4,8
31228,FL_Hispanic,1,0.5,0.43,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,1,1
31228,White,0.46,0.42,0.37,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,11,24
32647,Black,1,0.98,0.96,rtPA Arrive by 2 hour and Treat by 3 hour,4,4
32647,FL_Hispanic,1,0.97,0.97,rtPA Arrive by 2 hour and Treat by 3 hour,3,3
32647,White,0.95,0.96,0.94,rtPA Arrive by 2 hour and Treat by 3 hour,19,20
32647,Black,1,0.97,0.98,Early Antithrombotics (2 days),62,62
32647,FL_Hispanic,1,0.97,0.97,Early Antithrombotics (2 days),8,8
32647,White,0.99,0.98,0.98,Early Antithrombotics (2 days),89,90
32647,Black,1,0.98,0.98,VTE Prophylaxis,74,74
32647,FL_Hispanic,1,0.98,0.98,VTE Prophylaxis,12,12
32647,White,1,0.97,0.97,VTE Prophylaxis,125,125
32647,Black,1,0.99,0.99,Antithrombotics at discharge,69,69
32647,FL_Hispanic,1,0.99,0.99,Antithrombotics at discharge,10,10
32647,White,1,0.99,0.99,Antithrombotics at discharge,112,112
32647,Black,1,0.98,0.97,Anticoagulation for AF at discharge,9,9
32647,White,0.95,0.97,0.97,Anticoagulation for AF at discharge,18,19
32647,Black,1,0.99,0.98,Statins at Discharge,57,57
32647,FL_Hispanic,1,0.98,0.98,Statins at Discharge,10,10
32647,White,0.99,0.98,0.97,Statins at Discharge,94,95
32647,Black,1,0.97,0.97,Smoking Cessation Counseling,14,14
32647,White,1,0.99,0.98,Smoking Cessation Counseling,16,16
32647,Black,1,0.94,0.94,Defect Free Care,74,74
32647,FL_Hispanic,1,0.93,0.94,Defect Free Care,12,12
32647,White,0.97,0.94,0.93,Defect Free Care,122,126
32647,Black,0.33,0.54,0.46,Door To Needle Time Within 60 Minutes,2,6
32647,FL_Hispanic,0.75,0.76,0.68,Door To Needle Time Within 60 Minutes,3,4
32647,White,0.92,0.66,0.52,Door To Needle Time Within 60 Minutes,22,24
32647,Black,0.3,0.32,0.28,Door to CT Time Within 25 Minutes (All Strokes),21,71
32647,FL_Hispanic,0.45,0.43,0.36,Door to CT Time Within 25 Minutes (All Strokes),5,11
32647,White,0.4,0.45,0.36,Door to CT Time Within 25 Minutes (All Strokes),47,117
32647,Black,0.3,0.47,0.42,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,6,20
32647,FL_Hispanic,0.67,0.44,0.43,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,4,6
32647,White,0.43,0.43,0.37,rtPA Arrive by 3.5 hour and Treat by 4.5 hour,23,53
33568,Black,1,0.98,0.96,rtPA Arrive by 2 hour and Treat by 3 hour,3,3
33568,White,1,0.96,0.94,rtPA Arrive by 2 hour and Treat by 3 hour,17,17
33568,Black,1,0.97,0.98,Early Antithrombotics (2 days),24,24
33568,FL_Hispanic,0.9,0.97,0.97,Early Antithrombotics (2 days),9,10
33568,White,0.94,0.98,0.98,Early Antithrombotics (2 days),149,159
33568,Black,0.89,0.98,0.98,VTE Prophylaxis,25,28
33568,FL_Hispanic,1,0.98,0.98,VTE Prophylaxis,11,11
33568,White,0.95,0.97,0.97,VTE Prophylaxis,177,187
33568,Black,1,0.99,0.99,Antithrombotics at discharge,26,26
33568,FL_Hispanic,1,0.99,0.99,Antithrombotics at discharge,8,8
33568,White,0.99,0.99,0.99,Antithrombotics at discharge,168,169
33568,Black,1,0.98,0.97,Anticoagulation for AF at discharge,3,3
33568,White,0.96,0.97,0.97,Anticoagulation for AF at discharge,22,23
33568,Black,0.91,0.99,0.98,Statins at Discharge,21,23
33568,FL_Hispanic,1,0.98,0.98,Statins at Discharge,5,5
33568,White,0.98,0.98,0.97,Statins at Discharge,128,131
33568,Black,1,0.97,0.97,Smoking Cessation Counseling,4,4
33568,FL_Hispanic,1,0.95,0.97,Smoking Cessation Counseling,2,2
33568,White,1,0.99,0.98,Smoking Cessation Counseling,30,30
33568,Black,0.86,0.94,0.94,Defect Free Care,24,28
33568,FL_Hispanic,0.91,0.93,0.94,Defect Free Care,10,11
33568,White,0.88,0.94,0.93,Defect Free Care,166,188
33568,Black,0.75,0.54,0.46,Door To Needle Time Within 60 Minutes,3,4
33568,White,0.5,0.66,0.52,Door To Needle Time Within 60 Minutes,10,20
33568,Black,0.22,0.32,0.28,Door to CT Time Within 25 Minutes (All Strokes),6,27
